노선번호,"?""사용년월""",표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,등록일자
41,201502,122000100,23203,한별구립어린이집,0,0,0,0,0,0,0,0,0,0,10,1,15,10,46,45,73,288,62,235,49,81,38,16,42,28,63,20,80,28,39,19,60,40,84,33,302,70,186,49,116,37,118,34,114,38,0,0,20151217
41,201502,122000101,23204,상아아파트.강남구도시관리공단,0,0,0,0,0,0,0,0,0,0,2,1,25,13,109,38,108,96,87,57,37,16,50,15,54,18,65,38,86,45,75,27,45,41,37,75,56,388,92,251,34,89,46,69,44,119,0,0,20151217
41,201502,122000074,23176,강남구청.강남세무서,0,0,0,0,0,0,0,0,0,0,27,3,89,31,236,100,412,91,269,69,175,35,162,47,167,62,194,71,200,80,171,71,191,68,197,74,321,163,181,132,137,107,195,102,88,93,0,0,20151217
41,201502,122000075,23177,청담동래미안아파트,0,0,0,0,0,0,0,0,0,0,49,1,24,18,193,65,656,85,109,68,67,60,48,47,83,45,82,77,80,66,63,59,91,60,75,107,90,307,75,239,62,157,34,146,31,89,0,0,20151217
41,201502,122000028,23128,강남구청역,0,0,0,0,0,0,0,0,0,0,8,18,111,13,600,11,1602,70,664,52,378,22,255,17,220,19,263,23,253,33,224,29,241,36,209,28,241,59,214,51,205,33,192,33,163,21,0,0,20151217
41,201502,122000041,23141,임피리얼팰리스호텔워터게이트,0,0,0,0,0,0,0,0,0,0,24,16,57,34,143,64,680,160,223,129,104,94,58,58,75,56,61,66,84,69,77,53,106,55,96,63,103,58,101,83,48,57,79,50,82,35,0,0,20151217
41,201502,122000042,23142,강남YMCA앞,0,0,0,0,0,0,0,0,0,0,10,13,22,29,60,87,104,262,51,143,50,97,38,42,71,60,57,47,72,68,79,61,71,65,65,65,122,66,134,67,51,37,78,38,70,26,0,0,20151217
41,201502,122000168,23271,스포월드.라움아트센터,0,0,0,0,0,0,0,0,0,0,4,26,24,39,79,194,148,795,70,241,31,145,19,86,57,78,46,76,72,74,83,62,57,80,73,74,100,78,84,81,51,74,74,60,48,60,3,2,20151217
41,201502,122000176,23279,KT강남지사,0,0,0,0,0,0,0,0,0,0,13,7,17,60,73,270,117,983,27,327,38,121,39,90,34,96,42,120,48,105,77,111,61,108,58,98,119,100,96,116,69,62,63,70,46,47,1,2,20151217
41,201502,122000175,23278,KT강남지사,0,0,0,0,0,0,0,0,0,0,0,0,22,14,83,30,140,257,138,199,79,102,62,76,114,54,107,96,93,69,159,68,125,84,188,51,559,109,285,61,198,38,193,41,135,31,64,23,20151217
41,201502,122000169,23272,스포월드.라움아트센터,0,0,0,0,0,0,0,0,0,0,0,0,27,8,27,41,52,200,53,267,49,124,33,31,40,61,60,105,64,72,81,44,52,65,70,69,262,74,180,77,109,49,110,37,85,35,22,19,20151217
41,201502,122000039,23139,강남YMCA앞,0,0,0,0,0,0,0,0,0,0,0,0,15,14,45,32,97,134,82,170,67,86,56,48,53,66,90,69,119,66,116,71,98,56,89,43,131,80,107,88,53,63,71,50,34,50,10,21,20151217
41,201502,122000040,23140,임페리얼팰리스호텔.워터게이트빌딩,0,0,0,0,0,0,0,0,0,0,0,0,18,32,14,21,37,81,34,62,14,67,10,34,24,57,19,58,21,70,25,62,10,63,14,43,40,102,30,57,17,31,17,23,10,21,5,9,20151217
41,201502,122000034,23134,세관앞,0,0,0,0,0,0,0,0,0,0,0,0,19,28,22,41,68,174,69,156,36,96,35,75,17,84,52,113,74,101,82,130,63,86,53,109,172,214,85,201,64,142,42,138,68,94,15,71,20151217
41,201502,122000035,23135,강남구청역,0,0,0,0,0,0,0,0,0,0,0,0,6,21,54,72,156,281,42,256,19,116,15,133,29,139,29,180,32,181,31,248,33,215,44,270,21,705,18,730,22,316,21,335,20,236,10,127,20151217
41,201502,122000102,23205,삼성동서광아파트,0,0,0,0,0,0,0,0,0,0,0,0,85,52,390,128,896,162,380,117,108,84,69,46,89,58,84,72,91,73,83,92,88,74,108,69,150,138,140,101,112,70,82,96,74,76,37,48,20151217
41,201502,122000103,23206,강남구청.강남세무서,0,0,0,0,0,0,0,0,0,0,0,0,21,36,76,115,137,292,81,196,55,122,54,80,56,93,61,101,71,145,57,106,79,103,66,74,96,113,51,100,27,62,53,75,42,80,33,37,20151217
41,201502,122000104,23207,청담역,0,0,0,0,0,0,0,0,0,0,0,0,112,22,494,48,1334,143,759,100,156,93,65,64,45,57,62,64,52,73,32,51,52,63,52,72,71,105,58,98,52,81,34,57,26,49,12,36,20151217
41,201502,~,~,탄천공영차고지,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,16,0,14,0,13,0,42,3,24,3,22,4,14,6,12,6,5,0,12,1,2,0,6,0,0,0,1,2,1,0,0,2,20151217
41,201502,998001400,~,삼성역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,1,2,1,5,2,3,0,9,1,5,2,3,2,6,0,3,0,4,0,0,0,1,0,2,2,0,0,0,0,0,0,0,20151217
41,201502,122000098,23201,무역센터삼성역,0,0,0,0,0,0,0,0,0,0,45,14,105,28,623,32,993,62,766,46,181,6,82,26,82,12,120,14,87,5,109,13,147,1,146,14,181,5,172,8,149,1,115,3,83,0,0,0,20151217
41,201502,122000099,23202,포스코사거리,0,0,0,0,0,0,0,0,0,0,4,24,10,57,24,428,41,659,54,428,38,78,43,34,44,20,69,22,88,30,71,20,78,28,144,30,644,28,332,32,182,29,167,24,132,31,0,0,20151217
41,201502,122000177,23280,아가방빌딩.하나은행,0,0,0,0,0,0,0,0,0,0,37,15,20,28,36,281,53,414,25,138,22,67,43,64,28,97,32,104,40,140,50,113,74,139,49,103,72,160,75,171,55,94,60,89,54,78,12,4,20151217
41,201502,122000186,23289,영동중앙교회,0,0,0,0,0,0,0,0,0,0,16,2,28,10,136,18,441,98,145,84,57,86,32,52,30,46,57,53,77,67,76,91,68,65,71,74,134,58,152,89,97,49,95,47,102,45,15,4,20151217
41,201502,~,~,총지사,0,0,0,0,0,0,0,0,0,0,3,1,27,18,11,80,83,269,50,85,46,66,29,42,65,65,96,67,67,69,47,90,48,70,55,73,117,69,90,93,49,80,44,56,42,66,9,6,20151217
41,201502,122000368,23488,럭키아파트,0,0,0,0,0,0,0,0,0,0,1,0,17,2,32,48,124,254,42,35,25,21,17,18,35,33,38,20,41,40,37,33,44,33,32,42,44,59,84,44,42,34,30,47,45,36,4,3,20151217
41,201502,122000364,23481,경남아파트,0,0,0,0,0,0,0,0,0,0,1,8,0,11,13,13,25,35,18,8,6,7,7,10,4,17,11,24,20,28,19,38,7,23,7,25,15,29,16,43,7,23,10,20,9,21,1,12,20151217
41,201502,122000381,23504,도곡한신아파트,0,0,0,0,0,0,0,0,0,0,3,11,1,14,13,37,5,71,7,62,4,31,3,34,2,35,4,33,1,48,1,46,0,52,5,43,5,59,0,78,0,65,2,43,1,56,1,3,20151217
41,201502,121000195,22271,양재노인종합복지관,0,0,0,0,0,0,0,0,0,0,58,30,30,22,16,43,50,153,16,99,14,42,3,53,7,42,3,54,7,81,7,68,3,88,3,72,20,100,9,137,3,73,4,83,13,79,4,17,20151217
41,201502,121000230,22306,동원산업앞,0,0,0,0,0,0,0,0,0,0,2,64,2,69,1,155,7,541,8,321,0,183,3,75,3,87,7,116,3,129,4,162,4,170,3,174,7,195,8,309,1,219,2,213,11,193,1,37,20151217
41,201502,121000228,22304,구룡사,0,0,0,0,0,0,0,0,0,0,2,14,0,26,1,40,2,159,24,127,6,51,2,32,2,51,2,92,7,57,1,68,0,49,2,56,2,71,7,125,1,105,0,61,2,96,0,29,20151217
41,201502,121000229,22305,구룡사입구,0,0,0,0,0,0,0,0,0,0,0,2,3,12,1,3,1,17,2,23,3,29,1,26,4,12,1,19,1,21,0,24,4,9,1,10,1,18,3,21,0,13,1,17,0,24,1,5,20151217
41,201502,122000263,23367,능인선원앞,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,1,25,6,25,3,12,10,10,6,12,8,15,11,6,2,4,2,5,6,8,6,7,0,2,0,2,0,3,0,1,20151217
41,201502,122000351,23468,도곡교회.인바디빌딩,0,0,0,0,0,0,0,0,0,0,0,0,8,3,108,2,78,6,42,2,13,2,4,4,10,11,13,32,10,26,10,4,9,6,7,5,16,14,8,13,7,13,3,5,1,13,0,4,20151217
41,201502,122000261,23365,능인선원앞,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,2,2,2,2,2,2,0,0,0,4,1,3,1,2,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,20151217
41,201502,122000264,23368,구룡사입구,0,0,0,0,0,0,0,0,0,0,1,0,34,0,54,1,199,7,87,21,43,2,33,0,54,1,37,5,27,3,21,0,31,2,21,1,37,0,17,1,18,1,5,1,19,2,11,0,20151217
41,201502,122000265,23369,국악고교사거리,0,0,0,0,0,0,0,0,0,0,11,0,28,1,178,0,520,7,364,7,140,2,81,2,91,5,128,3,85,4,112,4,99,1,129,1,227,2,97,2,69,6,86,0,85,0,42,3,20151217
41,201502,122000266,23370,삼호물산,0,0,0,0,0,0,0,0,0,0,3,1,56,1,138,6,529,4,338,7,184,7,126,5,138,9,170,1,122,3,143,3,109,1,180,3,335,2,182,6,146,3,122,2,187,1,97,3,20151217
41,201502,122000218,23322,원불교앞,0,0,0,0,0,0,0,0,0,0,1,4,50,3,115,13,369,42,217,29,99,11,80,14,85,18,131,13,77,11,115,21,111,18,92,15,156,17,81,16,78,8,91,8,59,14,38,4,20151217
41,201502,~,~,삼익아파트앞,0,0,0,0,0,0,0,0,0,0,1,1,14,14,72,64,152,113,97,73,49,36,51,25,39,23,68,25,64,30,34,47,40,35,59,42,58,43,36,35,18,22,22,17,20,20,41,19,20151217
41,201502,122000209,23313,총지사,0,0,0,0,0,0,0,0,0,0,5,3,49,5,147,143,269,175,171,107,104,30,125,35,107,34,170,29,120,27,122,36,120,58,137,41,194,60,122,42,61,28,73,27,59,37,19,14,20151217
41,201502,122000200,23304,영동중앙교회,0,0,0,0,0,0,0,0,0,0,0,0,11,4,43,9,108,120,106,89,68,42,37,21,42,26,67,32,50,29,49,24,38,18,37,31,98,77,54,37,35,20,38,35,39,34,12,13,20151217
41,201502,122000201,23305,한서병원,0,0,0,0,0,0,0,0,0,0,0,0,32,33,28,98,289,375,392,326,159,102,91,93,124,65,154,76,151,82,139,93,170,78,150,121,255,177,193,117,123,78,148,76,140,86,36,85,20151217
41,201502,122000105,23208,상아아파트.강남구도시관리공단,0,0,0,0,0,0,0,0,0,0,0,0,27,31,33,64,62,215,47,161,29,64,20,51,38,39,32,49,25,58,23,46,20,43,27,69,55,66,61,82,17,70,34,33,24,60,12,32,20151217
41,201502,122000106,23209,한별구립어린이집,0,0,0,0,0,0,0,0,0,0,0,0,7,61,64,177,66,460,54,485,23,122,24,74,17,60,38,97,27,82,47,67,37,90,68,87,139,110,132,92,82,78,107,72,135,59,52,32,20151217
41,201502,122000340,23453,포스코사거리,0,0,0,0,0,0,0,0,0,0,0,0,1,84,7,556,21,1476,14,741,16,173,15,103,3,74,9,93,15,87,14,87,8,93,12,84,17,99,15,94,14,45,14,36,6,57,7,17,20151217
41,201502,122000148,23251,무역센터.삼성역,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,138,2,203,1,88,1,83,0,75,1,81,5,108,9,92,6,141,5,106,11,130,15,221,19,252,1,155,7,141,2,167,0,62,20151217
41,201502,122000330,23438,삼성역,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,20,15,26,0,18,2,16,0,10,0,16,1,17,1,24,0,30,0,17,1,15,2,38,0,21,0,15,2,15,1,10,2,9,20151217
41,201502,~,~,탄천공영차고지,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,1,0,1,0,4,0,0,0,1,0,3,0,2,0,7,4,14,0,14,0,15,0,2,0,5,0,1,0,4,20151217
41,201501,122000266,23370,삼호물산,0,0,0,0,0,0,0,0,0,0,5,1,67,0,229,1,654,5,403,12,221,6,145,9,147,4,278,4,210,3,160,2,240,3,230,5,493,5,238,5,171,1,223,1,200,7,99,1,20151217
41,201501,122000218,23322,원불교앞,0,0,0,0,0,0,0,0,0,0,3,2,37,5,111,14,553,41,262,20,158,14,131,22,123,15,154,22,139,20,151,23,137,19,137,19,209,35,157,14,114,9,101,22,69,14,23,3,20151217
41,201501,~,~,삼익아파트앞,0,0,0,0,0,0,0,0,0,0,5,2,30,10,70,71,258,139,116,75,63,33,60,25,67,26,63,26,85,35,66,64,53,36,71,56,98,62,33,42,27,24,27,34,38,24,39,10,20151217
