노선번호,"?""사용년월""",표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,등록일자
8663,201610,115000890,16282,가양역10번출구,0,0,0,0,0,0,0,0,0,0,3,0,419,2,2033,2,1082,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20161108
8663,201610,115000002,16002,염창역.서울도시가스,0,0,0,0,0,0,0,0,0,0,0,0,536,7,3174,84,2927,155,82,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20161108
8663,201610,118000580,19531,당산역,0,0,0,0,0,0,0,0,0,0,0,0,382,101,2338,875,3015,1472,131,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20161108
8663,201610,118000048,19133,국회의사당역,0,0,0,0,0,0,0,0,0,0,0,0,3,303,68,2010,121,4847,10,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20161108
8663,201610,118000070,19155,여의도역,0,0,0,0,0,0,0,0,0,0,0,0,1,285,0,2413,4,2093,0,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20161108
8663,201609,115000890,16282,가양역10번출구,0,0,0,0,0,0,0,0,0,0,4,0,493,0,2023,18,1112,53,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20161008
8663,201609,115000002,16002,염창역.서울도시가스,0,0,0,0,0,0,0,0,0,0,0,0,616,4,3228,98,2897,132,86,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20161008
8663,201609,118000580,19531,당산역,0,0,0,0,0,0,0,0,0,0,0,0,405,125,2363,883,2897,1483,141,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20161008
8663,201609,118000048,19133,국회의사당역,0,0,0,0,0,0,0,0,0,0,0,0,3,369,96,2008,115,4699,7,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20161008
8663,201609,118000070,19155,여의도역,0,0,0,0,0,0,0,0,0,0,0,0,1,346,7,2523,4,2165,2,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20161008
8663,201608,115000890,16282,가양역10번출구,0,0,0,0,0,0,0,0,0,0,8,0,616,3,2373,1,1283,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20160908
8663,201608,115000002,16002,염창역.서울도시가스,0,0,0,0,0,0,0,0,0,0,0,0,739,15,3807,100,3331,153,84,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20160908
8663,201608,118000580,19531,당산역,0,0,0,0,0,0,0,0,0,0,0,0,517,143,2929,1105,3156,1585,143,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20160908
8663,201608,118000048,19133,국회의사당역,0,0,0,0,0,0,0,0,0,0,0,0,4,404,89,2627,120,5270,15,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20160908
