노선번호,"?""사용년월""",표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,등록일자
8001,201703,113000053,14143,신덕성결교회,0,0,0,0,0,0,0,0,0,0,3,0,14,0,20,0,65,0,18,0,3,0,4,0,4,0,8,0,7,0,6,0,5,0,4,0,6,0,3,1,3,1,3,0,3,0,0,0,20170403
8001,201703,113000056,14146,한겨레신문사,0,0,0,0,0,0,0,0,0,0,11,0,17,1,79,1,165,6,39,1,16,0,13,1,9,2,27,1,17,4,14,1,10,1,10,0,26,1,22,1,14,2,16,2,6,1,0,0,20170403
8001,201703,102000133,03227,만리동고개,0,0,0,0,0,0,0,0,0,0,12,0,46,2,130,11,217,17,86,8,30,4,31,3,7,0,30,4,26,6,22,5,70,7,44,1,42,2,21,2,18,2,21,4,29,2,0,0,20170403
8001,201703,102000134,03228,손기정체육공원,0,0,0,0,0,0,0,0,0,0,1,1,3,4,19,11,31,23,11,1,7,6,6,2,1,1,8,5,10,2,6,5,4,2,9,0,10,2,5,2,3,2,4,0,4,2,0,0,20170403
8001,201703,101000013,02105,서울역서부,0,0,0,0,0,0,0,0,0,0,2,6,2,9,4,13,6,38,5,6,0,6,1,3,3,3,2,4,6,2,4,2,3,9,4,5,6,9,13,3,4,3,5,9,1,3,0,0,20170403
8001,201703,101000006,02006,서울역버스환승센터,0,0,0,0,0,0,0,0,0,0,1,17,3,40,4,179,5,203,7,86,4,34,2,23,1,24,2,36,5,20,5,25,1,44,3,64,2,40,5,56,4,27,5,27,2,28,0,0,20170403
8001,201703,101000047,02146,남대문시장.회현역,0,0,0,0,0,0,0,0,0,0,0,6,0,15,20,21,0,134,0,76,0,18,0,12,0,11,1,17,0,21,6,26,0,19,0,10,1,14,1,20,0,7,1,2,1,7,3,1,20170403
8001,201703,101000046,02145,남대문시장.회현역,0,0,0,0,0,0,0,0,0,0,3,0,10,1,60,3,31,0,14,1,14,1,9,1,19,0,30,0,52,3,45,7,51,0,100,0,76,1,66,2,41,0,35,1,30,1,20,0,20170403
8001,201703,101000014,02106,서울역서부,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,13,5,1,2,3,2,3,1,3,0,2,4,11,3,8,5,12,3,1,5,11,8,11,5,6,3,3,0,5,0,2,0,20170403
8001,201703,101000011,02103,경기여상입구,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,4,2,3,0,2,0,3,0,2,0,2,0,5,1,2,0,0,0,2,1,2,2,1,1,1,0,0,0,0,0,2,20170403
8001,201703,101000010,02102,손기정체육공원입구,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,12,3,19,11,1,0,8,4,4,1,7,4,3,7,16,9,10,8,15,3,19,17,17,6,16,4,12,2,11,4,10,2,9,20170403
8001,201703,101000009,02101,만리동고개,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7,38,33,21,6,7,7,7,6,6,6,6,8,10,11,24,21,21,21,25,22,39,26,42,6,29,9,21,6,18,3,14,5,12,20170403
8001,201703,113000055,14145,한겨레신문사,0,0,0,0,0,0,0,0,0,0,0,0,7,5,10,7,29,10,9,5,4,1,5,5,1,7,1,4,6,6,5,12,6,9,6,9,5,20,4,15,7,13,3,6,2,3,0,3,20170403
8001,201703,113000054,14144,신덕성결교회,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,15,0,9,1,6,0,2,0,1,1,3,0,8,2,11,0,4,0,17,1,13,0,12,0,7,0,5,0,2,0,2,20170403
8001,201703,113000058,14149,공덕오거리,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,56,0,16,0,5,0,10,0,4,0,11,0,16,0,30,0,13,0,39,0,45,0,19,0,19,0,11,0,9,0,7,20170403
8001,201703,113000052,14142,공덕시장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20170403
8001,201702,101000014,02106,서울역서부,0,0,0,0,0,0,0,0,0,0,1,0,10,4,4,4,20,12,8,8,8,7,7,7,5,4,8,7,23,25,21,9,16,12,23,24,41,15,53,20,28,3,17,3,22,2,1,2,20170308
8001,201702,101000011,02103,경기여상입구,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,2,13,3,6,1,2,2,6,2,6,2,4,4,16,7,7,3,18,6,11,11,8,4,3,6,14,1,7,1,7,0,4,20170308
