108900074,1,31,0,0,0,0,0,0,0,0,64,14,291,47,889,46,1157,85,545,55,329,95,291,141,283,202,267,236,219,310,244,389,197,511,234,544,197,623,156,744,98,597,66,577,39,636,19,476,
108900139,1,1,0,0,0,0,0,0,0,0,243,11,720,27,1891,77,1674,148,1124,112,798,112,809,111,886,148,794,141,733,159,716,172,793,169,888,165,776,144,538,120,389,94,354,71,395,72,69,35,
108900078,1,17,0,0,0,0,0,0,0,0,31,18,58,20,107,41,175,62,119,52,68,62,49,85,40,110,46,142,33,164,27,180,25,227,25,256,27,321,17,373,14,326,10,306,8,338,4,260,
108000157,0,0,0,0,0,0,0,0,0,0,6,263,17,711,42,1850,88,2134,53,1089,73,710,68,642,96,634,150,595,386,534,157,483,139,547,110,600,94,599,63,438,43,295,39,228,32,201,16,115,
108900168,2,1,0,0,0,0,0,0,0,0,152,418,392,669,2382,1113,2192,1518,1017,1599,839,1276,902,1166,1181,1283,1311,1273,1403,1220,1743,1220,2012,1265,2646,1386,3532,1319,4012,1044,3220,865,3116,807,3166,592,2364,269,
108900082,1,6,0,0,0,0,0,0,0,0,40,7,90,35,197,33,281,36,186,29,138,41,113,54,87,67,82,72,64,83,62,98,55,117,58,125,62,134,38,133,26,125,18,132,12,141,6,111,
108900019,2,216,0,0,0,0,0,0,0,0,7,29,11,100,37,165,98,302,52,238,52,265,43,323,43,427,48,494,45,576,53,729,58,931,55,1053,54,1396,44,1847,33,1568,33,1450,38,1537,9,1274,
108900085,123,8,0,0,0,0,0,0,0,0,151,13,727,28,593,113,1340,292,945,207,757,138,865,150,1117,172,1385,160,1544,159,1764,188,2005,249,2019,251,2350,262,2674,244,2023,134,1616,132,1601,115,1170,97,
108900086,1,29,0,0,0,0,0,0,0,0,32,13,139,53,491,61,663,69,302,53,222,85,170,132,166,190,141,200,121,219,105,285,105,326,111,370,106,460,87,550,56,511,41,484,28,477,16,402,
108000152,2,30,0,0,0,0,0,0,0,0,1,22,9,40,21,60,90,167,75,111,30,130,31,154,46,184,35,216,34,259,33,312,45,343,32,354,38,442,42,638,32,418,16,375,18,420,8,227,
108900154,1,4,0,0,0,0,0,0,2,1,904,75,2369,148,6060,262,5274,206,3323,90,2417,63,2219,60,2360,67,2205,70,1916,72,1785,72,1936,90,1900,97,1986,92,1377,102,961,86,749,62,598,56,263,36,
108900095,4,38,0,0,0,0,0,0,0,0,31,42,99,94,347,242,442,649,215,199,146,216,138,256,171,359,145,377,123,456,153,498,210,593,192,719,171,987,151,1278,130,1031,110,993,119,990,89,729,
