노선번호,"?""사용년월""",표준버스정류장ID,버스정류장ARS번호,역명,00시승차총승객수,00시하차총승객수,1시승차총승객수,1시하차총승객수,2시승차총승객수,2시하차총승객수,3시승차총승객수,3시하차총승객수,4시승차총승객수,4시하차총승객수,5시승차총승객수,5시하차총승객수,6시승차총승객수,6시하차총승객수,7시승차총승객수,7시하차총승객수,8시승차총승객수,8시하차총승객수,9시승차총승객수,9시하차총승객수,10시승차총승객수,10시하차총승객수,11시승차총승객수,11시하차총승객수,12시승차총승객수,12시하차총승객수,13시승차총승객수,13시하차총승객수,14시승차총승객수,14시하차총승객수,15시승차총승객수,15시하차총승객수,16시승차총승객수,16시하차총승객수,17시승차총승객수,17시하차총승객수,18시승차총승객수,18시하차총승객수,19시승차총승객수,19시하차총승객수,20시승차총승객수,20시하차총승객수,21시승차총승객수,21시하차총승객수,22시승차총승객수,22시하차총승객수,23시승차총승객수,23시하차총승객수,등록일자
3418,201502,123000474,24696,송파공영차고지(가상),0,6,0,0,0,0,0,0,4,0,10,1,32,50,28,30,84,98,68,40,65,33,73,34,73,15,68,27,70,41,57,31,87,30,150,29,124,34,66,26,48,30,70,31,45,14,15,9,20151217
3418,201502,990015744,~,주차장,0,0,0,0,0,0,0,0,1,0,31,2,30,1,120,7,322,10,183,13,122,4,133,12,190,11,170,8,222,11,222,10,275,34,323,66,591,43,572,15,413,4,418,6,407,4,85,4,20151217
3418,201502,123000015,24015,장지역.가든파이브,0,0,0,0,0,0,0,0,53,0,216,4,157,2,609,2,1110,6,480,12,459,8,491,16,652,19,824,19,1220,28,1410,30,1797,48,1760,28,2195,27,2220,37,1804,23,1765,22,1989,11,263,5,20151217
3418,201502,123000013,24013,건영아파트,0,0,0,0,0,0,0,0,5,0,25,1,39,3,91,4,179,11,117,17,47,8,50,10,59,5,71,6,84,12,98,21,164,19,171,13,156,32,154,30,116,9,142,15,149,14,50,3,20151217
3418,201502,123000241,24331,문정동제일은행,0,0,0,0,0,0,0,0,13,2,92,19,112,32,199,48,928,355,235,111,203,72,162,71,184,68,238,73,293,122,274,122,344,125,401,157,782,212,903,213,656,162,560,133,577,161,158,37,20151217
3418,201502,123000221,24311,문정대우아파트,0,0,0,0,0,0,0,0,21,1,19,6,78,25,334,86,235,664,240,94,170,48,147,44,190,63,196,67,305,99,298,118,189,98,188,137,270,220,160,340,126,205,110,136,107,142,79,41,20151217
3418,201502,123000222,24312,삼성래미안아파트후문,0,0,0,0,0,0,0,0,1,5,105,43,270,44,571,72,555,311,382,161,334,142,229,128,290,154,328,208,326,287,304,289,281,388,289,364,420,580,194,701,146,554,172,527,116,475,25,106,20151217
3418,201502,123000223,24313,문정시영가락프라자아파트,0,0,0,0,0,0,0,0,31,3,102,81,423,60,1033,60,919,362,683,142,437,125,322,121,361,157,337,192,268,231,260,279,271,371,231,384,300,558,165,690,118,552,90,505,78,480,21,113,20151217
3418,201502,123000224,24314,문정시영.세양청마루아파트,0,0,0,0,0,0,0,0,2,7,83,54,171,30,624,93,711,345,451,191,287,110,274,120,273,160,248,173,229,191,204,252,231,288,188,295,264,428,145,512,108,397,109,348,106,473,22,99,20151217
3418,201502,123000095,24184,배명중고교,0,0,0,0,0,0,0,0,11,19,127,43,342,92,1005,438,988,544,710,355,428,298,395,209,404,214,369,239,286,284,298,295,332,259,340,300,356,376,289,442,181,280,128,388,102,354,42,164,20151217
3418,201502,990011697,~,송파구민회관.구의회,0,0,0,0,0,0,0,0,4,5,37,78,228,126,496,212,851,473,542,410,332,262,379,243,388,306,375,312,294,292,325,312,325,347,365,331,425,450,248,314,266,219,182,242,147,274,61,165,20151217
3418,201502,990011638,~,삼전사거리,0,0,0,0,0,0,0,0,1,4,109,63,225,104,644,104,1045,187,638,268,345,252,414,193,427,202,378,209,359,180,356,248,424,226,374,223,400,318,301,288,305,174,209,192,153,182,87,99,20151217
3418,201502,123000083,24172,삼전삼밭나루공원입구,0,0,0,0,0,0,0,0,1,0,47,16,161,37,415,126,632,233,339,144,178,150,166,108,170,111,169,132,140,110,157,139,157,140,188,144,242,169,191,123,146,58,120,93,79,73,24,36,20151217
3418,201502,123000060,24149,영동일고레이크팰리스앞,0,0,0,0,0,0,0,0,0,0,12,12,70,16,310,97,355,108,225,79,125,69,158,84,116,80,142,72,96,87,97,85,79,89,97,57,84,92,61,58,46,51,25,49,27,39,5,23,20151217
3418,201502,123000051,24140,잠실리센츠아파트앞,0,0,0,0,0,0,0,0,0,0,4,91,10,240,59,689,92,762,66,559,34,297,55,256,44,260,41,233,53,199,36,235,43,221,46,266,35,313,39,236,58,169,48,116,47,129,60,46,20151217
3418,201502,123000052,24141,잠실2동주민센터 신천역8번출구앞,0,0,0,0,0,0,0,0,0,0,7,123,15,466,43,1676,129,2441,60,1701,31,944,40,971,35,867,31,862,36,690,35,728,45,726,49,784,42,937,51,847,32,480,31,368,38,339,22,170,20151217
3418,201502,990070916,~,잠실엘스아파트앞,0,0,0,0,0,0,0,0,0,0,1,22,12,44,49,113,184,160,105,234,44,175,61,207,67,193,53,246,52,230,49,221,29,255,29,309,49,296,49,259,36,195,34,172,39,120,35,88,20151217
3418,201502,990070917,~,잠실종합운동장사거리앞,0,0,0,0,0,0,0,0,0,0,2,26,39,59,257,164,398,271,173,170,72,85,66,104,66,116,72,140,56,106,52,71,37,78,41,93,68,121,42,102,27,76,15,56,19,71,11,47,20151217
3418,201502,123000340,24432,송파배드민턴체육관,0,0,0,0,0,0,0,0,0,8,6,41,11,41,66,179,55,329,61,181,30,119,22,110,36,107,41,144,47,196,30,223,28,304,36,291,25,413,12,382,16,281,31,267,12,302,4,95,20151217
3418,201502,123000162,24252,보인고교.오금동삼성아파트,0,0,0,0,0,0,0,0,39,34,79,200,148,485,310,1233,677,1198,471,837,222,554,147,500,221,544,208,566,224,633,144,677,198,759,222,833,194,951,112,849,71,684,56,646,69,793,18,218,20151217
3418,201502,123000161,24251,오금동상아아파트,0,0,0,0,0,0,0,0,15,18,70,62,84,379,179,1037,461,814,370,660,255,448,261,398,282,415,320,477,328,566,319,500,327,511,392,543,374,689,342,446,265,348,249,345,256,320,99,90,20151217
3418,201502,123000255,24346,송파중학교,0,0,0,0,0,0,0,0,4,2,10,6,8,61,123,38,247,107,155,135,113,119,113,91,113,99,158,106,176,127,158,141,149,146,162,148,159,144,108,166,106,117,122,107,117,106,43,36,20151217
3418,201502,123000267,24358,가락동쌍용아파트앞,0,0,0,0,0,0,0,0,1,10,42,25,12,18,179,58,133,154,119,133,151,82,130,62,86,96,96,71,109,89,141,93,98,90,105,59,112,95,71,111,49,77,60,70,43,75,33,26,20151217
3418,201502,123000253,24344,가락동미륭아파트,0,0,0,0,0,0,0,0,14,1,20,2,14,17,157,34,180,153,162,107,111,57,95,42,69,47,104,41,114,66,109,55,80,77,88,58,100,56,61,45,46,58,48,40,52,44,27,13,20151217
3418,201502,123000252,24343,가윤예식장,0,0,0,0,0,0,0,0,6,46,43,88,55,37,209,158,269,287,227,201,171,123,137,102,120,136,142,169,191,159,177,144,176,139,179,142,223,174,172,128,136,65,143,104,105,103,57,36,20151217
3418,201502,123000287,24378,경찰병원.KT가락지사,0,0,0,0,0,0,0,0,7,11,34,63,35,43,262,133,346,531,281,393,237,216,238,202,224,183,270,260,354,234,392,174,348,227,438,222,538,212,364,207,267,141,257,118,319,147,128,62,20151217
3418,201502,123000281,24372,신가초등학교,0,0,0,0,0,0,0,0,41,2,106,9,124,23,323,34,489,262,363,133,332,101,261,109,297,106,314,102,334,143,371,135,344,155,395,160,562,136,396,129,217,86,230,83,225,67,55,39,20151217
3418,201502,123000115,24204,성지아파트,0,0,0,0,0,0,0,0,0,0,31,17,83,33,477,152,449,249,286,204,229,160,176,92,202,78,183,80,194,146,192,104,178,100,178,150,276,199,261,109,90,75,140,100,103,96,61,33,20151217
3418,201502,123000114,24203,송파역,0,0,0,0,0,0,0,0,2,1,18,23,91,99,174,455,758,505,401,332,297,310,160,229,220,320,219,277,269,313,241,309,285,319,284,403,465,409,475,278,312,147,309,107,349,107,188,48,20151217
3418,201502,123000101,24190,송파사거리,0,0,0,0,0,0,0,0,5,2,41,20,58,34,195,71,336,202,254,282,274,294,223,194,238,218,222,241,255,312,307,287,270,320,315,271,381,383,377,276,265,218,310,193,317,169,158,65,20151217
3418,201502,123000098,24187,가락시영아파트,0,0,0,0,0,0,0,0,1,3,60,22,145,55,373,61,472,327,441,208,308,183,283,131,312,116,287,142,227,149,297,181,269,175,255,180,306,267,232,288,142,190,172,234,141,239,43,122,20151217
3418,201502,123000096,24185,석촌동남현교회앞,0,0,0,0,0,0,0,0,4,5,113,13,269,41,695,90,810,243,541,147,372,151,278,86,317,103,245,115,191,105,225,166,239,152,195,148,249,205,208,248,83,205,93,202,62,174,32,142,20151217
3418,201502,990070918,~,잠실운동장,0,0,0,0,0,0,0,0,0,0,6,65,23,116,39,269,62,389,40,271,18,189,21,164,17,176,14,172,8,143,15,149,18,137,12,109,14,112,13,96,1,75,6,57,4,67,17,29,20151217
3418,201502,990011075,~,강남경찰서,0,0,0,0,0,0,0,0,0,0,1,61,2,63,3,170,14,578,22,367,13,143,9,123,7,84,2,89,3,81,9,93,11,98,10,62,9,68,3,46,4,40,8,49,9,49,12,68,20151217
3418,201502,122000094,23197,한국전력공사,1,6,0,0,0,0,0,0,0,0,2,19,25,83,11,223,24,490,24,372,18,160,17,167,22,165,18,187,34,131,57,140,32,139,37,98,77,133,69,92,51,71,47,68,44,68,14,89,20151217
3418,201502,122000095,23198,무역센타,19,1,0,0,0,0,0,0,0,0,191,69,48,138,49,212,58,614,50,510,108,268,213,311,161,293,241,246,381,167,420,204,585,189,620,134,1059,124,885,120,700,101,728,82,854,40,351,35,20151217
