구이름,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
양천구,1778,5024,0,0,0,0,0,0,0,0,4590,1804,15200,8509,48303,23433,56206,78980,31493,65871,25559,35189,28049,35580,31877,40210,35379,45091,37458,42608,41566,41309,47783,45035,54499,51674,83248,76933,50286,70459,51368,35893,40267,30537,35651,29092,12295,18921
영등포구,284,1742,0,1,0,0,0,0,0,0,2244,796,5709,3822,17358,8570,19341,38108,9186,13904,7111,6730,6756,5576,6760,5600,7665,5996,6935,6227,7566,6674,8489,7245,11546,8401,28429,13856,13172,14207,7196,8897,6198,8370,3875,8302,1792,5685
영등포구,199,562,0,0,0,0,0,0,1,1,1090,319,1844,1789,6166,4473,8329,20102,4181,9680,3747,4591,4186,3957,3982,3765,4659,4636,4703,4661,5012,4484,5266,4405,7359,4873,14446,8492,7397,6590,4376,3674,3989,3355,3272,3401,1344,2112
영등포구,360,1094,0,0,0,0,0,0,2,0,2248,1354,3692,5844,11524,11505,16456,37455,8485,19809,7816,14750,8560,15028,9911,16456,12264,21698,12758,19066,16033,14195,21088,13275,24947,14385,36731,18998,19052,14845,12328,8580,10664,7392,7855,6794,3462,4298
영등포구,166,1046,0,0,0,0,0,0,3,0,1421,295,2707,1708,8867,4600,12466,15855,4915,6663,3159,3357,3102,3029,3714,3091,3674,3749,3227,3229,3361,3779,4303,3982,5323,5930,10885,10314,5045,8265,3184,5378,3141,5750,2134,5618,1141,3821
영등포구,1548,3049,0,0,0,0,0,0,8,0,2398,2326,4242,21606,9695,121847,13547,205360,11918,62452,11353,27019,17584,28538,17319,26781,22964,30969,25033,24578,31831,23162,36126,23398,63953,25010,167168,36077,78319,24768,48968,11881,50198,9348,35775,7838,13420,4899
영등포구,219,850,0,0,0,0,0,0,2,0,974,1028,2393,5543,5127,25828,7863,59916,5714,13774,4863,10166,7200,9141,7769,10306,8484,11338,10590,11144,12034,10327,14370,10337,22691,10384,45096,12232,22954,9742,14319,6228,12089,4639,8184,3716,2939,2308
마포구,1000,2705,0,0,0,0,0,0,17,0,2479,1142,7901,6123,26377,21729,36263,76371,19453,36153,14832,17651,16222,16974,17409,15793,21099,17194,19005,17547,20400,17227,21411,18934,29626,24948,60448,44205,30077,35115,22102,19519,23231,16853,18533,14567,8076,9747
마포구,192,2936,0,471,0,0,0,0,1,0,2295,413,5093,3505,17307,8060,24790,32085,12344,13189,8641,8060,9114,6698,9841,6622,10674,8068,9938,8388,9630,8974,9823,9707,12967,11340,25033,19659,11136,17297,6921,10757,6587,9717,4726,9375,1853,5787
서대문구,332,859,0,58,0,0,0,0,2,0,954,214,1989,1440,5036,7534,7075,31175,4634,18881,4024,5866,4525,3920,5102,4186,7803,4921,6342,4625,6828,4850,7117,5164,9309,5508,28776,8862,11751,7088,6779,4513,6232,4619,4385,4393,2311,2823
종로구,883,1714,0,30,0,0,0,0,2,0,3036,1079,5391,12985,13590,50184,21463,135533,15139,41129,14334,23236,17209,19712,19146,18309,20441,23172,23737,19904,26765,16963,31634,16847,43389,19124,98007,26050,41466,19885,28545,11706,28024,10344,18470,9342,7654,5134
종로구,2768,1576,0,1,0,0,0,0,6,0,1293,748,3529,24647,10684,104725,16158,295349,14605,108983,16333,53493,24647,57440,29831,54364,44488,67519,53733,61767,64766,54307,75840,61041,109861,71334,241868,86821,143587,55090,97147,19494,109691,11702,70353,7621,24551,4557
종로구,1842,1414,1,10,0,0,0,0,22,0,1703,291,2280,4906,3521,12779,5387,45364,6498,39163,8641,30855,12335,31649,17737,33185,22238,32833,25771,29936,28752,25065,34845,22583,39227,23549,55246,26792,42988,18571,33444,8970,33895,7297,28031,6034,13793,4217
중구,347,342,0,0,0,0,0,0,4,0,357,200,684,3833,1159,11601,1747,40371,2740,21301,3393,12515,4528,10714,5461,10421,7218,9902,8707,9674,9858,7964,10792,7072,15003,5792,30141,5413,19974,3112,9305,1653,7555,1461,4751,1179,2095,837
중구,302,462,0,7,0,0,0,0,2,0,186,254,547,2863,866,11115,1942,33068,2491,13029,2725,4529,3874,3381,3034,3306,2711,3625,3071,3494,3721,2976,4074,2891,7466,3145,21181,3397,12329,2781,5976,1943,4560,2094,3300,1975,1430,1618
중구,408,1236,0,0,0,0,0,0,5,0,1346,173,2631,1629,6361,3209,11212,15002,7014,8303,5243,4245,5736,3832,5615,4058,6108,4667,5654,4853,5555,5307,6242,5853,6777,6849,11819,9972,9480,9191,5561,5749,5034,5227,3852,5364,1953,3782
성동구,222,2255,0,0,0,0,0,0,2,0,2648,945,5817,6333,17403,5653,25064,11735,12691,7952,8513,5638,8138,5111,9605,6199,9017,7326,7676,7697,7950,8883,10557,9638,11704,12018,11045,18982,7916,17529,4993,10547,4138,9474,3377,9457,1496,6366
성동구,222,2723,0,0,0,0,0,0,0,0,3814,768,10140,2714,30638,4171,42859,9122,21786,7296,13744,5787,12465,6108,12320,7788,12392,8923,10469,9706,9254,11050,9682,13101,11145,15445,11773,26013,7768,24265,5457,15589,4955,14206,4078,14326,1567,8769
성동구,237,1543,0,26,0,0,0,0,0,0,2124,395,5080,3506,14249,6639,21113,17870,11723,10596,8520,7404,8563,7243,10452,8076,9750,7729,9381,7317,9237,7644,9475,8432,10532,10210,13858,15732,9120,14732,6370,8704,5567,7909,4350,7809,1776,5091
성동구,591,4998,1,54,0,0,0,0,8,0,8785,893,16774,7787,52524,13967,73158,36442,35420,17983,22919,13412,20923,14244,21766,16053,22579,18666,20286,20146,20221,20262,23184,22670,28071,29546,37694,48058,22833,46228,13909,27583,12119,25417,9149,25759,4278,17003
동대문구,673,5379,0,51,0,0,0,0,4,1,5494,825,15249,9237,46124,21526,64651,73296,33109,33953,23891,22036,20515,21937,22886,21502,24007,26416,22929,23720,25492,22984,31134,25279,39165,31771,64879,49088,42281,48759,18713,30021,15665,25674,12208,24482,5734,16120
광진구,990,6919,0,1270,0,0,0,0,40,1,5468,732,10219,6712,31757,9006,49262,26209,21355,18566,13823,12809,12790,12310,14264,14166,14985,16223,13575,18509,12692,19654,14709,22074,18088,30257,24164,47452,16814,46678,11721,26141,12678,23369,11346,22681,5867,15240
광진구,483,4518,0,0,0,0,0,0,0,0,6729,910,14038,5571,40084,10209,61354,26630,31119,18148,20513,17280,19176,14903,21907,16527,25995,18288,24310,17544,22123,19645,22760,22223,25203,27613,25430,41775,17722,41706,11602,26601,10772,23663,8045,22479,3686,14728
강남구,313,3398,0,10,0,0,0,0,11,1,3068,1216,9174,6412,24184,9883,31983,27366,18127,11836,14064,8380,14058,8268,13914,9587,15164,10283,13775,11387,14447,13132,15779,12847,21971,15763,30836,22388,14486,22817,9909,16071,8763,14075,5931,16496,2480,10451
강남구,131,1894,2,21,0,0,0,0,3,0,1956,1030,7245,7507,19434,20521,21227,21414,14746,18620,15222,17680,16955,14375,17159,15058,15941,16489,17048,15127,18181,13056,20262,12126,24387,13910,15789,17620,9360,17330,7206,11107,4810,10432,3291,11166,925,6427
강남구,711,5597,0,299,0,0,0,0,106,4,4223,1259,11698,12835,32574,22891,41057,50213,28820,27910,28198,20355,24697,15974,28472,18726,27518,19449,22921,21926,26391,24742,29980,26699,36524,31872,49778,42515,25152,40589,23317,28440,15739,22566,14878,23886,7395,11915
송파구,507,2630,0,44,0,0,0,0,8,0,2536,511,7311,4836,20280,8745,25824,26014,18234,13743,15455,9953,15733,10944,15321,11839,16306,13162,15378,13974,15533,15519,16409,16026,18889,19584,27322,25604,14936,24766,10997,15995,10236,13915,8163,13813,3639,8658
송파구,194,1945,0,0,0,0,0,0,10,1,2119,246,6840,2439,21529,7229,26486,35394,14509,14863,12276,9182,11680,7330,10254,7740,11790,10332,11476,10614,11112,9788,11021,10278,13542,13264,24469,18545,10394,19802,7305,12514,6358,10803,4591,10749,1718,7471
송파구,128,2566,0,0,0,0,0,0,13,0,2671,5,7351,2163,23849,6482,32603,16087,16896,7872,10847,6322,10002,4773,9555,5860,10777,6900,8243,7319,7686,8100,8664,9215,10339,12123,15994,17807,7811,18089,5054,12309,4422,11564,4065,12420,1410,8228
노원구,417,6695,1,538,0,0,0,0,66,0,8849,16,16761,6775,49364,8189,52032,13442,31786,13240,23330,13247,20542,10995,21512,12255,21998,13912,19616,15016,17603,18311,17588,21133,17953,24907,18389,34420,12981,37747,8034,28107,6334,25270,5012,25228,2251,19528
노원구,640,10216,4,956,0,0,0,0,68,1,13681,174,38754,7161,98511,9146,87503,20391,49162,18521,35075,15798,31859,15715,32191,19204,31932,21095,26633,22812,25244,26636,24605,31706,26191,40150,26311,58421,18148,68148,12807,46674,11606,40466,11669,40502,4454,31079
노원구,2926,11132,5,570,0,0,0,0,99,5,10681,549,26721,8258,57940,13303,62200,30865,38403,37803,31989,26279,31055,26343,34454,30932,35613,35357,34373,38686,35515,40826,37458,43189,39667,55973,41159,83701,30939,86578,33597,55239,30410,46311,32533,42509,17153,32791
도봉구,1837,14804,1,22,0,1,0,0,1782,25,14235,2838,39688,9935,103963,16860,93715,38990,58818,36377,45492,29852,43966,29838,46451,33557,45889,39906,42708,45399,41689,48557,43258,55610,48054,63495,54020,93723,32179,102541,23340,69143,22782,59607,19677,57678,10366,42935
도봉구,924,15701,0,0,0,0,0,0,73,5,21540,832,52868,9728,139583,14091,150019,28127,87319,25070,59792,21208,51046,22468,51534,25789,48798,30152,41684,34475,38311,41299,39718,48724,41689,62422,43066,94613,30053,111121,19633,76468,16762,64875,13398,65254,6490,44997
강북구,1808,8117,0,0,0,0,0,0,22,0,13309,2622,36846,10670,104707,15669,120346,35049,70980,39136,48306,29593,45069,32808,47501,38605,50907,39107,47477,43431,46752,50416,49396,57138,50928,70726,52732,106774,42577,110197,42308,68451,26795,58844,20353,56788,11174,35692
성북구,1021,8002,0,0,0,0,0,0,26,1,9571,2006,33160,8210,98108,15784,105757,32814,61058,29111,41409,22549,36485,23983,39257,26891,39288,31966,34985,32265,32965,36218,36893,41042,41669,51245,43206,77376,28496,81106,19415,53896,14821,48460,13665,49000,6375,32988
종로구,5886,5695,0,116,0,0,0,0,17,0,3905,2091,7880,18644,16943,43055,25055,117695,26608,97407,32786,75977,40449,72984,46582,82995,52934,107709,60102,100639,76324,83185,93898,80164,116988,84319,139477,101438,96113,86782,87028,33236,110867,25781,116807,21374,47995,14094
종로구,2164,2646,1,33,0,0,0,0,426,1,9772,2421,4554,14152,5124,40524,8887,93334,13834,84392,20796,65574,28680,59247,38153,51978,46164,54401,55935,52994,64356,43809,71488,35010,96623,29276,99054,24727,52952,32442,34804,22535,30282,15724,26678,9340,17013,9168
마포구,6625,8779,5,439,0,0,0,0,64,2,9632,3524,17373,17097,48477,37030,59117,92135,39150,68754,30599,42367,32083,40052,35352,45410,40632,53950,41218,51291,43782,52037,50790,58030,66610,68748,108198,102832,77503,100790,59726,52765,71970,41858,74954,36197,43409,25931
마포구,17948,23400,9,1903,1,0,0,0,1509,33,42155,3608,41853,16787,76589,32426,92966,108754,64755,117095,57713,103411,64669,127781,75270,168012,91794,198213,103838,194943,127858,192554,155966,197917,187789,217680,232199,269580,197932,250506,185270,138202,228986,106109,249455,85107,146741,62310
마포구,10850,11807,18,173,1,0,0,0,64,7,10976,2832,17239,15476,42112,39911,58529,89592,42270,117975,43233,79762,54860,80929,70823,89352,82763,104708,83169,92527,93360,86777,101798,92079,120810,106844,128683,148357,101613,132331,103826,69396,114719,54246,127424,47658,69086,33896
마포구,918,4218,2,74,0,0,0,0,10,2,2925,1088,6674,7184,17517,16641,24543,42031,19142,45098,17068,40742,20627,35633,35349,42654,34530,44825,33774,41037,38167,36655,47972,34990,55658,35067,53413,37868,36755,33740,29054,20020,30937,17796,23671,17082,7895,12336
마포구,503,3617,2,60,0,0,0,0,27,0,4225,660,9821,4939,22696,8139,32808,16709,20395,12559,14794,10169,14446,9179,16272,10468,15747,12250,14547,12542,15319,14197,16009,15808,17909,18217,19281,25029,12207,24085,8596,16360,7421,15923,5177,15955,2560,10699
서대문구,720,3159,1,130,0,0,0,0,28,1,3279,1112,7498,6178,17534,20826,24394,70596,17098,40781,13674,15003,15094,12692,15238,13122,16713,15548,16243,14180,16580,15010,18906,15919,24294,18038,61220,23851,25918,21471,14537,14276,13701,14224,11083,13295,4552,9252
성동구,64,1029,0,0,0,0,0,0,5,1,2300,133,2987,826,8058,1274,13323,2360,6222,1460,4173,1912,3400,1965,3547,2429,4016,2586,3312,2924,2941,3779,3062,4874,3211,5728,3084,8939,2051,7969,1362,5054,1186,5455,884,5240,390,3352
성동구,19,490,0,6,0,0,0,0,0,0,899,83,1208,956,4707,796,7679,1504,2686,842,1958,1063,1760,1248,1915,1355,2162,1488,1713,1617,1533,2285,1728,2720,2031,2984,1604,6124,1130,5914,683,2910,440,2979,458,2334,193,1917
구로구,104,594,0,86,0,0,0,0,20,2,1195,212,1173,1601,2458,6118,3852,16119,3402,10942,4222,8250,5827,7807,6967,7655,8311,8012,9199,7529,10502,6619,10695,5491,12722,5762,18235,5605,7516,4437,4137,2649,3462,2305,2720,2274,1058,1776
양천구,41,334,0,5,0,0,0,0,0,0,339,232,965,686,2523,3037,2668,5556,1681,1805,1544,1284,1317,1071,1648,1426,1283,1149,1443,1326,1756,1206,1612,1339,2031,1646,3128,2310,1659,2553,1037,1576,773,1454,438,1169,179,1018
양천구,163,4253,2,88,0,0,0,0,19,0,4283,800,10280,2019,29264,4526,28265,9925,17868,6642,12270,5608,11401,5726,11633,6980,10993,8492,9475,9108,8902,10588,9104,12201,10209,15496,10558,22953,4835,26047,3407,16567,2888,15211,2858,15094,925,11944
동대문구,338,4243,3,218,0,1,0,0,32,1,8570,1043,13890,3040,43224,4731,41328,10569,23342,7592,16002,7073,14564,8099,15319,9360,14447,11079,12826,12096,11846,15082,12189,18306,13195,23323,13730,36925,8506,38495,6225,22322,5229,20952,4456,19443,2235,14328
동대문구,26,116,0,0,0,0,0,0,0,0,160,32,950,594,3996,1143,4201,1847,2798,904,1986,903,1583,1101,1893,1169,1758,1196,1503,1354,1553,1831,1592,2187,1506,2636,1613,3677,599,3446,363,2743,256,2047,81,1591,52,894
은평구,656,7108,1,259,0,0,0,0,183,2,8186,1911,25469,11020,77623,13767,73488,23203,41529,23815,28921,20440,25200,19828,26451,23222,28036,24511,27157,24643,27551,25930,32443,29574,35203,33392,34030,50369,22568,56576,17522,33926,16330,30734,15840,28846,4216,21051
은평구,2382,18849,0,12,0,0,0,0,227,12,24560,1554,49916,11972,143033,19374,175237,35672,96260,37979,67165,37091,62635,35974,67225,39407,66549,47356,60685,51938,57102,60500,58815,71791,60193,84424,58787,132444,42568,146775,32601,95078,30438,80958,27802,80224,14688,54422
은평구,698,6271,0,0,0,0,0,0,12,0,9486,1217,19456,5687,58367,8996,71023,29373,39568,34158,28399,28507,26786,25023,27529,29308,31158,32945,29383,33965,30121,34387,33264,38753,34114,42938,37214,62410,22835,63530,17137,39066,15482,34485,13023,32241,5243,20750
은평구,254,4099,0,1,0,0,0,0,50,0,7716,770,17529,6714,50289,6788,61036,18401,34335,11436,22297,9668,20297,8532,19925,10243,19265,12606,16851,13066,15510,15162,15912,19705,18624,23436,21884,35943,11105,40190,7498,27068,6434,24588,4544,23234,2125,14954
서대문구,468,6099,0,1,2,2,0,0,38,1,9144,1173,21930,8444,61667,11071,78720,26803,48146,19538,34439,17985,32025,17568,32776,20077,32111,23400,29319,26163,28021,30568,29480,34432,30571,40340,32721,58470,19097,61053,13732,38698,11730,36429,8323,33109,3697,21715
서대문구,136,1697,0,4,0,0,0,0,21,1,1856,215,5180,1491,14745,2619,18650,5199,11010,3841,7960,3344,7007,3480,6658,3748,6412,4570,5578,5231,5063,6153,5172,7679,5937,9018,6962,13586,3893,14693,2720,10016,2497,9313,1655,8923,813,6065
서대문구,187,2703,0,1036,0,0,0,0,159,3,4544,526,5379,4016,14330,10179,20384,18378,14318,15693,12341,14155,12220,10938,13979,11026,14850,13274,15643,12455,16079,12284,14854,12581,15671,14395,17250,17088,9564,16409,6254,10970,5648,9685,3832,9116,1349,6281
종로구,1210,1403,0,0,0,0,0,0,17,1,1735,1602,3306,18350,6586,89280,10595,108669,10575,79530,13384,65326,23623,65315,34198,56746,42540,54458,48894,50509,55704,41974,63619,35771,84949,31108,135234,31031,67743,18868,54554,9787,51051,6941,29959,6376,9883,4037
종로구,835,901,1,4,0,1,0,0,12,0,671,623,1080,4075,1528,11652,2472,46672,4119,46105,6084,31928,8769,23457,10241,23827,12186,23721,13870,23715,17670,21306,18953,18064,23607,17053,42376,19085,40704,13329,19355,6140,19451,4607,13149,3768,5400,2554
중구,973,533,0,5,0,0,0,0,2,0,519,893,936,6585,1807,31842,3214,78901,5279,38137,6992,19512,8210,16196,9184,13993,11696,15025,13803,13690,15740,13202,16582,12112,24487,11776,58112,12367,35603,7940,19744,3835,17090,3267,11978,2580,5703,1887
중구,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,2,0,3,0,3,0,5,0,2,0,2,0,2,0,0,0,1,0,4,0,1,0
중구,602,1301,0,107,0,0,0,0,34,0,1259,1101,3181,8012,5757,17504,8059,65532,7249,29906,6905,23023,8905,27456,12480,21044,15924,20585,15506,17860,16882,15116,22125,16003,30628,17466,52189,18821,28173,13637,18518,7443,26986,6384,16513,5621,5616,3856
중구,941,4936,1,783,0,0,0,0,65,10,5786,857,10010,4990,25587,11711,43770,37988,29280,24420,20646,17156,20384,16354,21953,16009,23709,18338,21939,19247,21371,19671,21379,22459,25985,27406,36520,39006,24333,34072,17368,22107,16899,20883,13295,19312,6451,13465
광진구,11213,16527,10,1071,0,0,0,0,312,13,18928,1570,25908,15673,61181,24143,106759,59101,68387,50792,41734,47980,42654,54766,50611,69389,59390,78365,61315,78808,64691,81977,73411,91740,85013,116115,100241,179994,83916,165507,83699,93688,97395,79001,103193,72817,65398,45690
송파구,652,5617,0,151,0,0,0,0,12,0,2841,1741,14085,8319,47895,19160,58823,41425,35766,28365,27636,21861,27665,20228,27328,23327,27161,25289,27014,24441,28338,23667,31124,23744,34659,27150,38186,42662,22314,42423,16638,26567,13866,25548,8987,24994,3714,16198
송파구,5472,17223,11,691,0,0,0,0,185,9,13008,5221,46481,39624,138006,81753,197045,169189,139035,177725,92020,122523,97801,131015,104848,122360,123135,130325,124533,127944,142296,131786,162745,141243,202154,154742,252831,222488,199376,192430,182170,114687,159921,107467,125741,103881,45204,65350
송파구,458,3954,6,178,1,0,0,0,20,2,2084,1476,8131,11389,22804,16515,32246,33807,25200,25640,16813,15915,17186,14787,20950,16905,19919,20511,22416,20588,19312,22242,20549,20383,25853,24549,29573,41857,17270,34084,17954,19899,22838,19220,10607,19907,6907,12690
강남구,6081,6468,2,337,0,0,0,0,125,1,5965,6082,12260,37257,23474,108038,36200,293000,36244,214354,38848,86603,52774,62603,58777,56455,72673,68538,78779,62735,99910,54732,125692,54019,151445,55416,291819,65497,171380,51532,102311,29016,113535,24119,86034,21802,36311,14117
강남구,5404,4142,9,151,0,0,0,0,28,0,4067,7432,9215,31678,15415,114150,25328,350981,25160,255532,26575,103198,36891,74226,45399,59809,56902,71418,62968,64060,76702,56641,89664,50578,129271,54542,283695,65731,164800,50742,95805,26922,98146,20803,78153,17549,31306,12094
강남구,25641,11954,32,306,0,0,0,0,195,6,15429,11456,23643,59201,48007,185360,77319,354648,66004,356834,64783,182420,91794,159988,117871,161664,161141,205371,160670,177233,186830,162445,213779,164159,260348,190657,386244,267089,287853,226116,225964,100407,281377,72394,298706,61419,141147,37184
서초구,1332,1985,1,17,0,0,0,0,4,1,1525,4251,10362,23495,16839,47476,24127,122734,25726,84479,19932,40506,29228,38312,25373,29566,35900,32390,35985,33613,41064,25632,47262,28080,60940,26973,109640,31122,52256,26382,32674,13430,36605,11770,28529,11745,9711,7386
서초구,1930,4621,4,37,0,0,0,0,30,2,3306,2549,10052,11382,26668,27375,40932,77486,32206,48045,22295,28143,24111,22802,27079,23261,30206,29884,28600,27954,30878,26812,34308,27727,40930,33914,73464,41682,39454,39370,27116,24903,27989,22808,22875,25623,10568,15551
동작구,8944,16277,22,1218,0,0,0,0,90,6,10972,3155,22506,29517,67161,49675,97226,79359,68379,59255,46365,46331,46158,57381,53155,58716,62339,57951,66510,57756,65731,64764,67146,80164,72117,110090,96237,171223,74852,156245,70278,86970,81597,77502,82885,79196,48379,51250
관악구,2062,13549,5,439,0,0,0,0,82,1,10582,2134,25092,11672,89093,20226,134084,48940,81626,38302,42993,29678,39427,25089,43179,29481,44168,33035,39514,33598,38311,38607,39452,42168,49735,52977,61959,86050,39491,99891,27980,63777,27979,61064,22739,64710,11923,43351
중구,4953,3674,2,5,0,0,0,0,277,0,11331,1805,7210,13279,8064,32606,12263,83492,14973,46794,16453,35399,19178,32215,23371,31813,27590,36950,34453,35292,42087,30580,49077,29033,63082,30305,95212,34821,68486,46483,50168,26704,46723,19717,42345,16286,25922,12071
중구,5102,3559,4,143,0,0,0,0,87,10,3214,2968,5528,17813,9522,58145,17643,209291,20700,112710,24671,58431,28545,50235,31557,43881,39050,50282,44144,46364,50863,40000,58526,38565,79663,40841,161383,47842,103593,34518,66042,19292,64629,17341,52462,15559,27417,11037
중구,3190,3757,2,144,0,0,0,0,29,0,1609,1473,3521,16528,6191,54554,11033,142824,23910,95159,33942,72431,37019,82310,40873,85774,49924,95142,61218,88201,74634,85653,87056,87548,105110,88567,161023,84275,116288,65849,99613,39413,106441,27507,95844,17949,43990,10856
용산구,970,5343,2,458,0,0,0,0,216,7,4680,712,6068,13393,10571,34204,14980,86275,13141,39109,12680,24195,14880,25250,15881,27855,16131,28553,14776,30526,18595,33570,19513,35299,27187,40860,63350,42471,31483,36194,19811,25283,19836,24618,13851,21396,6737,13266
용산구,362,1405,0,2,0,2,0,0,16,4,494,510,1801,4516,4825,14080,8721,28637,5733,12383,4548,9433,5688,9746,6602,9516,8176,9479,7678,8202,7921,7997,8860,8638,12238,10210,23613,13238,13569,10213,8847,6388,8200,5691,6249,5522,3044,3967
용산구,1081,1197,0,0,0,0,0,0,1,0,1142,1099,3597,21268,9460,23844,13989,71557,12622,44592,10721,21721,13185,19388,14079,17850,16608,19937,17351,19764,20452,19307,24253,18693,38266,20063,65957,24505,41179,18851,25862,11312,22263,9181,15143,7831,7544,4427
동작구,2666,8888,3,990,0,0,0,0,64,1,10343,1292,27147,16623,77555,22558,99905,37772,69293,31190,47514,24772,42931,31311,42245,33268,45183,29950,43071,29789,39572,32552,38923,40393,42543,56851,50719,93124,40844,82684,36231,44463,39689,38141,37730,36479,20172,24457
서초구,25,290,1,6,0,0,0,0,8,0,472,56,711,836,3995,2359,6219,4040,3982,1631,2649,1320,3329,1096,4600,1109,4510,1250,3607,1300,3680,1280,3805,1444,5301,1604,7765,2221,3269,2320,1251,1192,779,1095,430,1010,172,617
강서구,186,3931,1,371,0,0,0,0,7,0,4594,12,11253,3325,31813,4038,26894,12736,15381,7060,12407,5324,11601,5424,12831,6582,11892,8152,9800,8583,10518,10274,10273,11380,10740,13605,12766,18937,6193,24289,4571,15574,3499,14606,2643,14653,1412,9630
강서구,144,2551,4,112,0,0,0,0,1,0,3642,392,7724,3584,22507,5800,20336,17533,10724,7001,8360,4883,7847,5016,8566,6154,8124,6086,7132,6431,7405,7362,7635,8403,10822,9295,16029,14114,8529,15937,4782,10774,3353,10117,3600,9744,1108,6082
강서구,345,447,0,9,0,0,0,0,2,1,472,2219,1986,7281,7137,12679,7496,13076,7470,10547,6513,10471,8705,12199,9882,13939,11526,14160,13538,14311,16149,13384,15775,13437,18494,14474,25596,14221,19979,10863,15873,4873,12347,2966,13948,1992,5376,973
강서구,528,3006,0,0,0,0,0,0,2,0,3990,1875,9171,7165,28519,10081,31121,16252,20252,10095,16000,8487,14673,8664,13636,9491,13784,10548,12030,11833,11679,13849,13550,16562,17036,19587,20604,28741,12960,28447,8180,18958,7619,16456,7147,14624,3820,9526
강서구,116,2282,0,0,0,0,0,0,1,0,1690,1740,6509,11574,22646,4478,21324,6588,9796,2891,7183,2366,6310,2496,6278,3148,5965,3660,5351,4223,5467,5033,9174,5846,13479,6869,7997,11491,3797,14036,2564,8479,1673,7874,1563,8711,545,5523
강서구,565,2818,0,0,0,0,0,0,0,0,2872,3227,8523,28228,28031,13949,27929,35930,14375,22640,12046,15525,14061,18601,16882,20114,19950,19808,21168,17187,23365,17201,29948,18931,41175,21970,36889,31995,24264,30965,17097,16560,15555,13908,15281,13131,4833,7851
강서구,377,5849,0,0,0,0,0,0,0,0,5946,1002,22115,4285,60953,10737,60550,19575,32922,14802,24190,12642,24538,12645,26921,15382,25775,18466,22211,20897,21581,23883,22235,27202,24381,31100,22264,47742,14281,53356,9672,34006,8615,30366,7297,31327,2963,20453
강서구,811,10450,0,0,0,0,0,0,97,1,19435,1469,39191,8775,116443,13823,144280,27812,68103,25045,44636,19623,42216,20336,43953,22783,43732,27118,37336,29880,34441,37017,35518,45319,37921,58337,41742,100300,27696,106736,19025,68908,17290,57320,14320,57196,6641,37222
강서구,1013,12478,4,435,0,0,0,0,11,0,22067,1203,40846,9118,129798,9623,156326,22600,76501,21173,48587,19284,43535,20740,45488,24652,42739,28041,36458,32718,32947,41922,34785,49325,35793,61706,36578,102822,25409,113505,18067,74974,15470,66422,12708,64031,6436,42470
성동구,287,2687,0,0,0,0,0,0,15,4,3528,607,9507,2957,25841,4651,38368,8757,24333,6980,15394,6442,13637,7254,13169,8412,13244,9854,11573,10859,10827,12465,11514,15036,12420,18000,12320,26411,8436,25299,6172,17456,5154,15735,3769,15263,1768,9774
성동구,386,2848,0,0,0,0,0,0,51,1,2519,965,8461,5007,24780,7167,34915,16000,23648,12455,16030,9206,15985,10606,15043,11984,16598,13861,15273,15160,15018,17394,15866,19346,18405,21679,19230,31693,13005,30567,8721,20489,8335,18999,6428,18150,2894,10840
강남구,2100,3055,6,408,0,0,0,0,57,4,3195,1837,8605,21743,17015,47342,27920,154213,21778,167524,27229,79364,36129,74425,42831,60249,50203,66289,61667,63881,70249,58242,74408,55184,86777,58069,135313,69343,117436,50881,88632,23850,64528,16952,51557,14327,18079,8771
강남구,4002,4391,0,4,1,0,0,0,78,2,4884,1381,6797,17773,12747,38568,20606,113500,17446,128208,18845,71493,24475,54698,31133,57144,39725,65440,46569,62188,56739,56409,64081,54796,79600,59888,134962,81370,108854,65418,73311,27987,79729,18992,75588,14978,33622,11319
서초구,157,1773,0,1,0,0,0,0,10,0,1314,672,5330,4612,16665,6674,21348,9467,13419,7952,9262,5930,9436,6345,9395,7414,9771,8626,9002,8258,9265,8323,10062,9489,12617,11373,12015,16214,7781,15638,4972,9760,4166,9657,3708,10888,1283,5970
서초구,3472,4325,1,5,0,0,0,0,121,0,7327,4176,8782,33001,29737,51118,54187,78488,61039,110231,69316,93546,84366,118542,99715,117614,114538,121546,120243,128166,134555,136324,147840,135124,158711,141393,165991,160119,149872,119975,160378,69691,122312,49762,84261,37816,31032,19714
강남구,631,1655,0,76,0,0,0,0,12,0,1537,506,5767,7184,14536,19110,19110,74256,13785,39877,11924,15812,13323,13277,13057,12617,14650,12719,15830,12923,17656,12520,18543,12307,27471,15178,61327,20714,30350,17675,17461,10260,19064,8815,12756,9167,4844,5493
강남구,266,2519,3,463,0,0,0,0,22,0,1185,267,3975,3833,11321,10676,15392,24098,10243,20027,8630,8282,9079,8817,9892,8400,10579,8710,10275,8545,11081,7981,12543,8375,17244,10203,22720,12455,13549,12187,8095,7964,7898,7700,5942,7697,2046,4970
