구이름,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
강서구,930,11809,19,96,0,0,0,0,98,0,20632,1479,42803,9610,130900,15512,143015,32333,70979,26021,46415,19576,42894,20687,43097,24060,40539,26581,35710,30930,33736,35986,36647,46112,39145,59175,41923,98107,27928,103535,20831,66759,17647,57372,14417,60232,6578,39351
강서구,1100,13492,19,602,0,8,0,0,18,0,24041,1315,45901,10333,150197,13731,151321,23034,76439,22128,48855,20434,43398,21380,44221,25227,40451,28384,34420,32818,32586,41870,35246,52131,36992,62128,37007,99961,27493,109880,19721,74630,16663,65483,12951,66407,6629,43723
양천구,1128,8173,10,53,0,0,0,0,0,0,8852,1459,22255,6770,73720,17549,80091,30483,40953,24822,28314,18537,26913,17365,27133,19341,25151,22663,22982,25957,23426,27310,25864,34497,29298,41815,35217,71595,22261,69986,17008,42992,17756,37894,21625,38394,7208,23965
영등포구,201,1754,2,20,0,0,0,0,1,0,2284,710,6364,2793,18127,8464,18931,39511,9454,13587,7202,7117,6864,5137,6790,5320,7382,5993,6747,6178,7322,6665,7468,7783,10756,8383,27568,13273,12643,13742,7393,8464,6444,7964,4440,7462,1802,5374
영등포구,255,618,2,6,0,0,0,0,3,0,1122,532,2384,1717,7528,5639,7877,19486,4800,9612,4330,4893,4418,4030,4159,3911,4571,4818,4921,4551,5148,4578,5524,4566,7285,4623,14239,8009,7209,5726,4355,3625,3949,3191,3006,3438,1442,2071
영등포구,373,1022,3,10,0,0,0,0,1,0,2812,1087,4117,6259,11737,12108,13575,34583,8828,19392,8135,13232,8728,12685,9625,13972,10825,18441,11251,16794,13486,13593,17425,12983,22981,13360,32057,18492,18118,13611,11868,8032,10465,6500,7618,6077,3198,4076
영등포구,176,975,2,21,0,0,0,0,11,1,1967,460,2982,1652,9835,5133,12040,17677,5378,7247,3199,3214,3260,3043,3468,3364,3891,3619,3148,3375,3443,3754,3991,4143,5461,6471,11954,10031,5413,7746,3428,5212,3252,5795,2485,5571,1295,3706
영등포구,1365,3350,8,12,0,20,0,0,1,0,2620,2254,4756,22524,10634,121907,15327,189730,13087,57982,12985,26088,18489,27353,18024,25757,22735,29427,24216,24529,31957,23931,34501,23826,57549,27485,150882,36703,70249,24952,44037,12613,44798,9791,32845,8891,12684,5418
영등포구,1292,1084,34,15,0,2,0,0,5,0,1570,1333,3108,6829,6131,31061,8631,53547,6479,13738,6556,11191,7190,12436,8856,14280,9949,17605,11926,19635,16016,21903,21036,24508,28171,29213,49260,37403,34937,29430,30132,16239,39892,9066,34432,5834,14622,3172
마포구,1044,2751,16,17,0,5,0,0,1,0,2769,1247,9320,8351,28089,25294,34224,80340,18878,38411,15319,18311,16396,17963,16970,16837,20363,18056,19524,17592,20886,17990,21357,20405,29242,25080,60962,42584,31277,34787,24422,19258,24592,16211,20484,13842,9186,9250
마포구,246,3065,6,533,0,8,0,0,1,0,2464,649,6000,4196,19354,9705,23100,32839,12222,12903,9053,7828,9374,6638,9707,6840,10166,7959,8848,7728,9618,8961,11233,9993,13795,11701,22051,17569,11007,14682,7410,9794,6153,8759,4680,9079,1812,5920
서대문구,333,819,2,106,0,0,0,0,2,0,1397,236,2047,1592,5360,9129,7175,33985,4553,19891,4073,5729,4739,6252,5554,5314,6191,6195,6485,5653,7778,5345,8135,5791,10742,6047,28183,8721,12297,7082,7387,4196,6946,4331,4630,4497,1853,3073
종로구,893,1885,6,54,0,0,0,0,1,0,2641,1686,5883,16904,14555,58506,21439,137623,15757,46409,15221,22812,18474,21884,20243,20610,21191,24171,23432,21750,30817,17691,39343,17382,52451,20337,93698,25919,39030,19659,27800,11448,27309,9968,21315,9301,8270,5532
종로구,1578,1373,48,42,1,1,0,0,15,0,1693,365,2205,5874,3694,16949,6053,46045,6342,37144,8570,30235,11799,28709,17442,28950,20390,28753,23301,26663,25279,23074,31161,21602,36434,21415,51851,24770,39169,16600,27621,8170,27512,6787,22666,5808,11228,3750
중구,347,191,0,4,0,0,0,0,0,0,314,302,637,3995,1137,12365,2049,41178,2675,20743,3590,11976,4717,10374,5819,8536,7132,8399,8078,7976,9575,6865,10630,6314,13857,5177,29566,4945,20473,2945,9027,1361,7013,1176,4951,820,2174,602
중구,230,379,2,10,0,0,0,0,0,0,230,239,435,2731,982,11183,1453,32869,2450,12015,2904,4651,4338,3590,2863,3123,2800,3997,3086,3302,4276,3026,3994,3028,6804,2896,19654,3037,11309,2632,5395,1697,4326,1704,2954,1685,1284,1317
중구,388,1248,6,18,0,0,0,0,3,0,1635,148,3009,1725,9118,3801,12610,15348,7279,9101,5667,4559,6202,4191,6007,4075,6129,5184,5759,4915,6114,5753,7199,6240,7119,7437,11270,10281,9583,9530,5627,6015,5095,5363,4291,5889,2063,3892
성동구,184,2061,1,27,0,2,0,0,5,1,2644,1028,5913,6276,16698,9875,22271,11632,11871,6878,8039,5316,7278,4788,7894,5494,7836,6379,6433,7040,7442,8084,11252,9737,10513,11026,9973,16638,7268,14612,4582,9383,3838,9212,3093,8956,1344,5675
성동구,289,2764,0,16,0,1,0,0,0,0,4164,750,12484,2575,36402,5076,44949,9248,22739,6767,14253,5463,12837,6564,12179,7882,11610,8649,9712,10083,8888,11482,10060,15024,10742,17169,11533,25492,8042,24942,5873,15373,5036,14645,4401,14863,1745,8749
성동구,287,1482,6,49,0,3,0,0,1,0,2432,449,6033,3579,18629,9541,21783,20050,12248,16042,9396,10506,9692,9323,11045,9795,10189,9528,10501,7871,10883,8570,12448,9207,12909,11812,14502,16580,10050,15202,7316,9046,6468,7982,5573,8370,2287,5193
성동구,682,5189,10,63,0,2,0,0,7,0,10264,727,20446,6837,62374,15925,75477,37176,36474,20333,23112,14433,21390,14448,21292,16233,21516,18499,19819,20457,20336,21014,21998,24961,26482,31672,35903,46438,22889,46364,14628,28039,11817,26225,9555,26246,4811,16843
동대문구,735,5107,6,109,0,4,0,0,0,0,5953,1036,16323,9941,51265,23451,61317,77392,31947,33534,23369,21236,20413,21903,22352,21386,22916,25621,21525,25061,24808,23492,29468,26159,39072,31725,64171,46429,41920,46501,19345,27911,16132,24618,13108,22520,5573,15418
강동구,715,9216,11,83,0,0,0,0,15,0,9863,1254,22989,14713,69791,23062,81466,35506,43937,22107,30196,16640,27443,16285,27748,17808,26514,19027,23729,19229,24084,21933,25840,26326,35613,30548,42773,44328,25856,48037,17441,30635,14470,28752,10739,29734,4810,20375
강동구,216,2831,3,17,0,0,0,0,0,0,4259,386,9232,3117,27954,6180,30280,16414,15542,10179,11880,8170,10774,7268,11177,8734,11458,9391,10085,9931,9597,11911,10441,14998,11942,17258,14456,24242,9240,25664,6960,15928,5465,12612,4592,12270,1743,7653
강동구,236,3499,3,13,0,5,0,0,7,0,4212,919,14000,4140,35017,7830,31602,12211,18347,9289,14382,9017,13403,8582,14731,9004,13928,10886,11128,11114,11376,12371,13659,14940,13175,20452,12653,25428,8034,30694,6007,17637,6825,13210,3951,16002,1689,9912
강동구,533,2881,7,243,0,11,0,0,2,1,2827,1960,9878,8320,28002,18753,23474,18327,14024,13640,11931,10915,12919,10087,16152,10057,13248,11999,13382,12733,16106,11515,20578,12878,22302,16339,18428,19499,9372,24534,7702,13448,7717,12647,6579,12969,2321,8237
강동구,154,3826,3,1348,0,17,0,0,0,0,6655,1209,21426,9816,67221,10261,54057,14730,26811,7524,18649,6105,15828,7455,15486,8315,13418,8886,12197,10563,11915,12377,13873,15607,20778,18460,19401,29189,9047,38011,5091,21908,4167,22277,2358,20317,1045,16138
강동구,497,3839,5,17,0,0,0,0,0,0,5038,772,16684,7564,50533,17382,52467,27794,27987,17914,20127,13717,18112,13408,18619,13827,19453,15071,18855,16054,18432,18575,18804,22334,22335,27462,26969,39181,17988,43800,12075,25577,11774,22595,10008,22649,3856,16272
송파구,299,2336,4,18,0,0,0,0,0,0,2129,796,7632,3618,19927,7599,18000,25592,12159,12946,9610,7447,9032,6875,9257,8366,9230,9586,8907,9537,10005,11138,11276,12942,13146,14963,19111,19344,12736,18176,9219,10488,9839,9151,10036,8252,3248,6810
송파구,120,1426,2,18,0,0,0,0,2,0,1190,388,3794,2243,10143,9535,9719,22732,6475,7438,5080,3967,4643,3484,5373,4146,5326,4177,4898,3985,6329,4423,8061,5660,6639,5875,13839,7505,6888,7719,4670,4928,4286,4139,3590,5445,1264,3973
송파구,185,3383,7,32,0,0,0,0,5,0,3064,686,9359,3562,30327,9907,22776,18978,13444,9800,10396,6921,10046,5877,10679,7106,9693,8027,8342,8333,9403,9347,11070,13233,12585,14519,15962,17795,9098,20657,6761,13771,5386,10460,5681,12701,1381,7984
송파구,154,3605,3,30,0,0,0,0,0,0,4818,257,11031,2847,35005,6506,29518,17497,16535,8086,12297,5758,10754,5544,11020,6585,10514,8230,9524,7976,9487,9777,10665,14000,10861,15914,12962,17952,7692,22644,5563,13938,4494,12850,2893,13854,1182,8184
송파구,118,3601,2,68,0,0,0,0,1,0,6303,289,9770,2638,31524,4261,27478,8804,13710,8746,9873,8104,8947,6299,9107,6634,8960,6907,7671,8016,7687,9568,7761,12809,8577,14447,9019,16146,5238,20630,3911,11578,3217,11831,1823,11686,755,8088
은평구,763,8852,4,88,0,2,0,0,0,0,10767,1479,25576,6632,78023,11840,86041,18574,42757,14456,28344,12909,26051,14287,26521,16666,25373,19273,22269,19823,21273,24621,22304,30394,24800,37223,25634,57036,18141,62764,13317,40781,11774,36894,9225,38351,4306,26076
도봉구,60,1804,0,0,0,0,0,0,376,1,3400,1031,5494,2991,14908,4984,14227,7474,8634,12619,7588,15037,7486,10026,8318,8170,9525,7523,10748,7320,12021,7347,12872,7770,12941,8239,10419,9698,6213,9983,3602,6299,2432,6162,1435,5985,588,4394
마포구,6677,8744,74,363,0,14,0,0,40,0,10641,4359,20378,18642,56496,40172,66883,99461,43782,74667,33308,42946,34159,38146,36876,41368,39909,47966,40111,46261,41775,48621,48053,54587,62179,67171,102352,100527,74994,96373,57841,52322,70515,42128,72992,38648,41320,25591
마포구,15471,22712,289,2814,0,50,0,0,1563,19,39836,4147,41053,18997,84711,41682,100068,132633,66386,132604,56654,94396,59093,91457,68553,114220,79812,132790,85766,129956,103350,133423,120828,149497,149906,185011,186749,241923,152692,221088,139991,125982,177459,96432,209531,82361,118395,60995
마포구,12013,12145,124,256,6,10,0,0,147,4,13284,3814,19404,19688,47466,45143,64003,115494,45850,126448,45032,87667,54572,79326,66115,83255,77089,91937,77299,83351,87619,79069,98601,85675,120765,108507,131679,156721,101824,132755,103036,68793,116408,55385,130716,48908,73056,36867
마포구,1198,6088,16,151,0,3,0,0,38,2,5596,1282,9601,7440,26994,24118,36980,58696,26139,84732,21578,63298,25854,43590,38675,51626,39465,47720,39483,39017,49369,38725,55404,38990,74216,43092,67210,52230,44844,43063,38573,26732,42851,23869,31197,23574,10747,17823
마포구,463,3245,6,52,0,5,0,0,8,2,4651,1837,9838,11536,24234,14782,33219,26047,20263,15305,15117,12732,13893,10812,15676,11526,15436,12760,13780,12966,15653,13735,25220,15572,23244,18308,22884,23429,13485,22048,9982,14878,8584,14680,6824,14319,3133,10016
서대문구,648,3115,12,70,0,3,0,0,41,0,4142,1185,8185,6699,19128,27098,25823,66717,16988,37867,13600,14834,14730,13340,14606,13141,15526,15254,15502,14564,17306,14631,19409,15486,24238,17852,55874,25326,23948,21706,14001,14090,12782,14587,12325,13697,4240,9729
성동구,105,1010,4,19,0,0,0,0,7,2,2687,163,3638,1069,10146,1533,13792,3344,6289,4079,4181,2776,3784,2462,3718,2896,3942,3425,3559,3138,3532,4214,3950,5317,3866,6084,3586,9161,2483,8127,1877,5237,1479,6173,1264,5767,576,3574
성동구,30,575,0,18,0,0,0,0,0,0,991,85,1831,583,5852,867,7909,1869,2943,1128,2233,1370,1801,1559,1923,1705,2009,1885,1725,2226,1918,2601,2020,3249,2236,3335,2125,6164,1352,5891,830,3152,604,3440,470,2715,248,2100
구로구,102,526,3,124,0,2,0,0,11,0,787,217,1516,1403,3010,6230,4618,14201,3478,9471,4128,7942,5585,7595,6530,7173,7627,7530,8190,6984,8864,6612,9262,5399,10976,5880,14262,5190,7447,4029,3690,2476,2907,2198,2824,2234,955,1613
양천구,32,311,0,11,0,0,0,0,3,1,301,365,1046,686,2224,6927,2510,4359,1558,1386,1337,1122,1180,977,1362,1285,1434,928,1489,1009,2174,1165,2455,1385,2035,1531,2715,1970,1352,2011,1154,1390,918,1267,575,1141,151,821
양천구,154,4776,0,128,0,0,0,0,32,1,4774,1008,12415,2231,36591,5322,31827,10895,20147,6996,13285,6402,11848,6525,12128,7433,10269,9088,8802,9390,8615,11020,9201,13854,9887,17093,10270,24076,5635,26571,3726,17483,3019,16066,3021,16165,1226,12859
은평구,172,2101,3,18,0,0,0,0,0,0,1945,294,5423,2134,16300,3866,16468,8414,8542,5236,6056,4066,5601,4275,6085,5157,6161,5160,5463,5323,5252,5964,4978,7953,5932,9430,5867,14178,3678,14820,2669,8660,2366,8240,1681,7939,792,6839
은평구,280,1901,4,15,0,0,0,0,4,0,1901,288,4054,1863,14154,5815,13891,8327,7915,9297,6362,7133,7207,6497,8542,8146,9873,7859,10403,8307,11073,8242,12342,10983,12876,11299,12950,16174,9607,16454,7213,9748,6544,7483,5696,7715,1860,5519
은평구,80,1882,0,9,0,0,0,0,2,0,2173,172,4887,1338,15450,2208,13562,4051,7320,5655,4708,5148,4336,3588,4128,3393,4327,3567,3832,3674,3943,4322,4454,5273,4045,6541,3632,8751,2383,10740,1513,6881,1102,6489,898,6569,465,4578
은평구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,3,0,2,0,0,0,2,0,4,0,0,0,1,0,3,0,2,0,2,0,2,0,1,0
은평구,261,2517,1,22,0,4,0,0,12,0,5049,70,11762,2589,34189,11067,35491,8562,19461,6127,13526,5699,12854,6140,12512,6686,12029,7425,10237,8730,11983,8972,13490,12039,12421,13272,11685,17567,7499,19261,5758,11806,5316,9764,6101,9467,1857,7233
은평구,1021,5220,9,597,0,0,0,0,38,2,7132,2053,17244,9927,54739,32701,58529,79836,32261,30493,19981,13984,16905,13352,17526,15134,16626,17885,15128,17569,15999,20035,18559,23002,24832,28383,53060,41099,28565,41112,15422,26202,13525,24731,11193,23291,5401,16354
마포구,766,3838,10,44,0,0,0,0,12,1,7501,2311,15288,8431,42430,15737,50907,38080,30951,18764,21136,12499,18801,12035,18598,15109,18201,16110,17083,16601,18685,17491,19054,21924,23437,23825,36684,30696,21745,29862,14153,21142,13439,17725,11677,19120,5295,12212
마포구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
강서구,246,4356,3,430,0,14,0,0,5,0,4870,8,13539,3445,35765,6520,27397,15648,15535,8365,12540,6095,12052,5933,12211,7435,11514,7989,9808,9051,10880,10520,12897,12558,12249,13813,13276,19992,6591,23950,4913,16916,4170,15319,3168,15248,1626,11085
강서구,215,2762,4,147,0,1,0,0,0,0,3880,365,9291,4592,25625,7349,21448,17507,11354,7687,8758,5545,7913,4894,8273,6782,7946,6173,7182,6467,7303,7545,8797,8770,11728,9925,16992,14597,8850,16105,5192,11230,4038,10304,4341,10693,1403,6758
동대문구,369,5037,7,345,0,0,0,0,48,2,11017,1793,17152,6523,54543,5789,50192,12310,26898,8738,18219,7770,16424,8615,15990,10688,14730,12264,12680,12909,12508,16186,13366,20517,16157,25598,15338,39194,9901,39706,7085,24525,5764,23467,4484,22623,2340,16200
동대문구,83,531,3,18,0,0,0,0,16,0,880,129,1624,1266,4703,2612,6918,5600,3495,3440,3325,3631,3576,3848,3864,3716,4160,4428,4242,4403,4447,4578,4588,4580,5048,4733,5786,6227,3300,5102,2086,3240,1708,3066,1412,2724,543,1965
동대문구,21,215,0,0,0,0,0,0,0,0,372,58,1554,1175,4676,2025,6154,2206,4323,1898,2773,1658,2482,1996,2007,1796,2326,1850,2143,2029,2524,2447,2380,2994,2464,3067,2185,4512,1231,4100,550,3032,283,2467,163,2082,66,1119
은평구,362,7326,3,241,0,21,0,0,65,2,8162,1530,30828,10037,89838,19962,78348,24667,43708,21275,30228,17416,25377,14557,24740,14447,23489,15141,22232,16117,24097,17744,27514,22343,27409,27155,25097,40937,15720,47105,9686,30519,7327,29315,5545,30073,2522,22190
서초구,2379,4911,19,27,0,15,0,0,22,0,3726,3037,12065,11056,33855,32505,45336,83990,32432,61230,23911,38735,24001,31070,27052,30477,29830,34421,32134,31214,39055,32747,43195,32675,48719,39847,76474,46328,47658,40069,37088,26683,36586,24427,29308,26781,12844,15791
동작구,9663,18205,69,1178,0,38,0,0,92,4,13189,3799,25568,29303,78409,70177,110090,95297,76243,69468,52294,50270,48997,55200,53624,55532,61782,58713,62940,56757,63650,64197,72060,77210,82524,110002,109815,169899,84467,146476,75383,85246,83238,82176,86369,84711,51609,54852
관악구,2439,14804,20,393,1,15,0,0,92,7,12093,2337,29837,12145,101651,26159,138992,59082,77861,46615,42061,35396,37971,26243,41610,30212,41830,32636,38446,33902,41253,37922,44881,43688,51709,53613,65043,86806,44130,94740,31737,64491,33452,63547,24544,67442,13373,45178
관악구,5190,26221,43,6009,0,76,0,0,4865,19,31865,3122,50751,18836,149452,40178,195316,93070,117782,89988,71462,71464,68476,56807,72546,59044,79329,66158,72738,67262,77383,73304,89674,82484,100407,100190,113853,151071,77353,155431,59246,104860,59382,101360,54607,108498,30368,71656
관악구,968,8526,18,513,0,0,0,0,82,1,17357,1621,31468,7165,91030,14773,111643,30350,65193,27178,37598,23237,33044,23163,34280,23864,35434,26721,30518,28062,31071,34948,32754,39979,33880,48588,37702,72028,26701,70841,19361,46918,17919,45231,13679,46924,5795,27376
관악구,6160,38655,136,971,0,0,0,0,243,2,45633,5477,88731,23783,265426,45406,345972,74936,190137,63487,106493,56310,94499,60332,96282,67794,97076,77406,87172,82133,86137,98331,92248,117952,103009,147931,115990,238697,87444,259065,69184,173137,67401,163430,61886,174354,35533,112917
동작구,1254,13019,21,252,0,0,0,0,152,5,26123,2407,36848,12095,105024,19946,133591,39268,82422,26162,47424,22967,40303,23920,38352,25170,38671,29251,33973,31056,31856,39243,35148,46206,38329,58523,48417,83179,33295,84447,23507,60185,19874,62428,14509,72963,7115,41111
구로구,4825,21435,46,316,0,0,0,0,218,6,43170,5824,59276,24655,164918,82844,199481,278509,122733,144739,78113,63037,69813,54334,71549,54014,75637,64455,69085,70996,70748,75400,78903,83464,105715,107710,217965,160258,144573,158945,86239,105028,77474,104753,64714,115443,32075,70094
구로구,1945,11142,50,403,0,2,0,0,480,22,38604,4528,37686,15471,91392,27805,118475,73998,81709,45056,48921,39081,42512,42765,45095,42170,44893,43139,40849,42995,41728,49559,46011,56565,54312,74421,74377,97657,46909,84911,35112,59023,29116,66350,22194,77251,11624,40022
구로구,5020,35694,70,4444,2,96,0,0,3071,25,43959,6136,63621,25027,169060,57417,167625,147478,108528,91172,78683,73728,75194,73252,83455,84170,90302,87657,85858,86673,90983,90864,99776,103549,114818,129433,162626,194619,113854,186260,91705,107728,97891,97530,81252,103960,43538,76433
영등포구,1303,5193,8,156,0,5,0,0,14,0,4170,1926,15238,9350,46872,32826,47753,112865,28332,45986,21476,22426,21728,20974,24831,22621,25643,24729,24741,24349,26614,23420,28560,24487,39251,28403,84530,41911,41710,41241,25930,24903,24010,23634,18286,21765,9064,14373
영등포구,1599,6363,15,130,2,5,0,0,46,4,7112,2537,15703,13753,48072,36779,47293,102347,33816,53343,26963,27606,26859,23263,28723,25061,29096,27659,29293,26969,30187,28008,32282,30435,46354,35159,90556,47782,44710,44804,29165,27178,27247,25382,21181,24806,9752,17215
영등포구,2098,8445,18,196,0,11,0,0,58,16,8159,3832,20074,14964,61370,36454,69198,92656,44575,44684,30959,24606,29596,24267,29934,26327,29624,30759,26749,28889,27348,31747,31895,37206,46942,46742,70340,68359,44702,64186,28938,41599,26898,41860,23159,41360,11841,28116
용산구,6413,9235,180,598,0,8,0,0,1272,49,13024,9014,15897,50683,48880,120584,86413,225679,74910,126604,74852,84599,91492,75392,104584,81694,103622,84545,89594,87539,122478,92083,125578,95234,144076,97737,223973,114551,140455,85553,98370,60677,105928,52243,85018,47159,43004,24887
중구,1191,1201,1,27,0,1,0,0,77,1,2263,4436,3549,23369,7643,80646,9807,176642,12282,74118,15704,41825,22557,41427,24646,38738,31143,39770,36854,35877,44941,31198,51679,27280,66284,26877,132521,29301,76320,17991,59081,8694,59101,7218,40691,5688,15192,3480
종로구,4278,1579,19,31,0,0,0,0,96,4,4211,4531,5128,30360,9747,113619,15019,244785,18290,137679,24716,71821,34865,66493,43061,63244,56455,66488,64827,58994,74734,51439,84409,51732,113273,61705,209958,84852,129160,63035,104207,24445,124006,14121,109001,9435,50649,5538
종로구,2987,2964,41,86,0,0,0,0,108,7,5481,2384,5049,14397,8562,33291,14082,91124,17570,97895,27309,78978,41424,79767,52237,81515,65660,83297,73811,75874,82910,63526,91882,56469,98633,55901,122507,65664,99533,46879,70656,17458,77124,12174,67421,8926,29061,6409
종로구,826,1273,1,17,0,0,0,0,46,2,2340,3284,3486,13624,6048,50200,10039,124088,14329,82727,21714,58741,32777,59513,41418,58135,51064,52909,58778,53499,64173,47775,64642,42140,77148,39208,115419,38764,77763,26423,47858,11196,40781,7983,30125,6117,11220,3939
종로구,1071,4922,11,133,0,0,0,0,455,15,13502,2376,12526,8872,21679,16376,25818,35716,24921,33947,23285,34339,24366,38338,30136,40030,32806,38716,34846,38381,35680,36272,35940,34343,36334,33091,37226,33996,27004,36791,21187,27648,19413,21252,17055,19321,9120,15527
구로구,468,2592,4,43,0,0,0,0,244,11,7740,2721,10779,9184,23584,32787,30041,82537,22786,45199,21580,26280,24426,23705,26096,22470,28741,23796,28287,22672,30863,23263,34357,22771,42857,26849,64528,29439,35330,24544,20710,16608,18841,15605,15683,15937,5770,10565
동대문구,223,1940,2,17,0,0,0,0,343,4,4633,2844,10606,11763,26247,20830,32924,49882,25913,39854,29682,49986,40428,57177,46429,55822,50150,58616,53827,54571,58600,49402,58529,41011,52845,32103,48938,28953,26476,23436,14682,13273,12129,12026,7376,11971,3046,7892
종로구,253,3254,2,336,0,21,0,0,135,2,2670,735,3598,3964,7816,11183,9047,31928,8490,18940,9133,17971,13139,22904,17465,26059,23938,29285,26336,30748,30593,27444,34043,22692,32914,17873,31769,13365,17589,9443,9458,6292,8158,5906,5521,6252,2275,4286
중구,5810,4544,42,1169,0,12,1,2,99,2,3384,3085,3685,29120,9301,142883,16656,324598,23109,148716,29778,84740,38744,91936,44517,73124,60903,76973,70713,69312,85189,68126,94914,67497,122352,70293,263090,81029,172484,54790,151900,27015,133961,20838,96897,17954,45013,11314
중구,2261,1294,7,74,0,7,0,1,20,0,1166,1447,2532,20078,5088,62580,10778,150980,14238,68509,16947,33016,19895,27387,22203,22619,26353,25919,29136,22716,31848,20282,36775,19943,54024,20592,116604,21599,67107,14267,39518,6886,36263,6062,27554,5610,13793,4220
중구,861,790,5,22,0,2,0,0,6,1,990,867,1667,9086,3233,24880,5920,81379,9424,46977,13710,28603,16803,26902,19386,24076,21797,22175,25210,23367,28739,20973,31031,18421,38428,15001,69464,13514,45838,7985,19950,4434,15087,4000,10269,3830,4412,2858
중구,4094,5153,22,104,0,2,0,0,302,2,9621,1051,7072,8735,8927,27868,13552,67476,14166,39629,14973,34570,20575,33325,23803,33472,25936,36143,30290,36932,36072,34012,45598,32485,46552,33909,58549,39466,44204,48725,34217,32402,34575,25458,30624,20403,18316,14988
중구,1097,4305,9,75,0,0,0,0,25,1,6992,1676,11472,12066,30080,19997,38816,50692,25431,28149,19953,21600,20238,20229,21562,21363,23745,23327,23607,24483,24923,26523,28806,27628,33424,31284,42439,39219,30414,33903,21267,21347,18127,20063,14223,19871,6683,12914
성동구,460,3766,6,36,0,0,0,0,8,1,5392,1372,11419,13360,32181,10849,44000,37426,23220,15982,16681,10847,15418,10325,14902,10978,15223,12806,14019,12208,14954,13967,17957,16812,24450,20097,26127,28381,17688,25310,10672,16957,9299,16349,7186,17029,3073,11249
성동구,1529,1763,13,35,0,0,0,0,4,0,1375,512,3055,6134,6716,21366,9541,88343,7421,73201,8744,61289,12315,20796,16752,32441,17951,27192,23712,20571,31891,15919,46551,13609,54828,16543,43370,22823,23865,13980,20695,7765,25962,6941,20463,6765,9472,4568
성동구,955,4401,14,122,0,0,0,0,42,1,4858,1787,11889,13154,30129,26817,37398,93723,23024,38959,17399,18420,18048,16040,18594,18365,19776,18891,19562,18363,22574,20115,26515,22651,30683,26538,67425,39454,40266,31138,21143,19848,23338,18474,15771,19131,6458,12409
성동구,1882,8292,6,1359,1,15,3,3,34,1,7434,3307,12776,23601,29089,70817,34894,238717,28454,68178,23223,29767,24647,24173,25317,23858,29364,26136,30097,25553,32033,26996,35919,28975,49033,33596,144717,39431,84642,34058,40766,22160,38175,19581,27204,18713,12568,13245
광진구,10216,18364,182,1257,0,26,0,0,495,7,22025,1821,30989,17934,75354,32525,116384,86636,75261,60099,47046,53137,45658,54547,53015,63931,58311,69624,58312,70366,66139,75091,73179,89432,85886,118285,102284,177944,85474,163653,84115,96200,94685,86080,95954,80535,59680,50388
광진구,1614,10017,22,76,0,16,0,0,37,1,13464,1562,26871,12061,73441,17737,109804,49321,61888,31487,36804,24570,33544,22250,32605,24975,33069,28896,30785,30330,30810,35705,33036,39969,39682,48871,50774,71627,28668,70130,21933,47466,20568,46670,17385,46982,9186,27702
광진구,3332,11618,80,84,1,11,0,0,68,3,10485,5067,33874,44314,108254,51956,159654,75759,111460,67503,90780,61667,85009,62660,81525,68205,83391,77330,81014,85080,82663,96966,86567,105574,100731,117649,105487,153947,92393,136574,77084,95294,68900,86535,52090,82007,22078,46335
송파구,812,6091,10,119,0,13,0,0,21,2,3654,1836,17885,10311,60046,25397,65773,45966,39779,28030,29328,22222,28740,19759,27326,22513,26403,25070,25803,25080,27149,25491,31369,27144,35684,32473,41331,46814,25094,46098,19320,30381,15851,28850,11480,29608,5239,19028
송파구,5309,17205,64,499,1,35,0,0,165,6,15358,6595,51238,61184,146963,89764,208347,159089,136775,135918,91871,94498,91127,107336,98080,102288,110677,110137,110129,110511,121174,119904,138584,131163,182860,147190,221893,207370,169584,178037,155910,107118,136326,103816,112745,105480,41952,63496
송파구,3638,8745,47,309,0,9,0,0,42,0,7495,997,21858,8847,74854,21235,93088,33180,55011,33247,38321,26193,36222,26848,35214,29797,36474,34608,32368,37441,34792,41780,39343,48698,43753,60681,51622,87853,40726,83830,33048,51760,35001,45168,33676,44218,21905,26098
송파구,1665,3847,15,237,0,2,3,3,27,1,2906,1196,9548,11406,28609,26360,36638,38469,26031,26678,18025,22371,18019,20401,17648,29306,19118,41959,19753,30019,25694,28440,33172,44323,52906,58323,36226,81610,28198,51779,38202,22087,61128,19687,43121,21752,11894,13174
강남구,3996,6279,28,2540,0,36,0,7,116,4,6261,6043,10787,45871,24689,131031,31673,321922,29183,242454,30765,101079,44371,89073,55310,81000,69169,89081,79570,77565,99866,69365,109837,67749,151721,68240,273064,79484,176141,57455,129989,28397,115081,22248,87147,21050,28105,11616
강남구,5572,6629,22,267,1,5,0,0,153,4,7261,6967,15600,37936,28782,109465,40518,293546,38647,199594,42188,85290,55437,62895,61409,56528,73608,66924,79341,59136,99056,53990,113959,55166,146856,57888,277551,64213,162673,51075,99617,29366,102962,24348,89512,22541,34238,13812
